Image Name\\\\\\\\\\\\,Path,Label,Source,CompositeName,Dataset
PrivateTest_61571979.jpg,data\dataSources\fer2013\neutral\PrivateTest_61571979.jpg,neutral,FER2013,PrivateTest_61571979_neutral_FER2013,Train
Training_87786807.jpg,data\dataSources\fer2013\happy\Training_87786807.jpg,happy,FER2013,Training_87786807_happy_FER2013,Train
Training_84736034.jpg,data\dataSources\fer2013\neutral\Training_84736034.jpg,neutral,FER2013,Training_84736034_neutral_FER2013,Train
Training_17519723.jpg,data\dataSources\fer2013\neutral\Training_17519723.jpg,neutral,FER2013,Training_17519723_neutral_FER2013,Train
Training_98696295.jpg,data\dataSources\fer2013\happy\Training_98696295.jpg,happy,FER2013,Training_98696295_happy_FER2013,Train
PublicTest_29510480.jpg,data\dataSources\fer2013\happy\PublicTest_29510480.jpg,happy,FER2013,PublicTest_29510480_happy_FER2013,Train
Training_14519925.jpg,data\dataSources\fer2013\angry\Training_14519925.jpg,angry,FER2013,Training_14519925_angry_FER2013,Train
PrivateTest_32394750.jpg,data\dataSources\fer2013\happy\PrivateTest_32394750.jpg,happy,FER2013,PrivateTest_32394750_happy_FER2013,Train
Training_46223792.jpg,data\dataSources\fer2013\happy\Training_46223792.jpg,happy,FER2013,Training_46223792_happy_FER2013,Train
Training_79451002.jpg,data\dataSources\fer2013\happy\Training_79451002.jpg,happy,FER2013,Training_79451002_happy_FER2013,Train
Training_4110745.jpg,data\dataSources\fer2013\happy\Training_4110745.jpg,happy,FER2013,Training_4110745_happy_FER2013,Train
Training_30484784.jpg,data\dataSources\fer2013\happy\Training_30484784.jpg,happy,FER2013,Training_30484784_happy_FER2013,Train
Training_2544132.jpg,data\dataSources\fer2013\happy\Training_2544132.jpg,happy,FER2013,Training_2544132_happy_FER2013,Train
Cha_Yung-gu_0001.jpg,data\dataSources\lfiw\engaged\Cha_Yung-gu_0001.jpg,engaged,LFIW,Cha_Yung-gu_0001_engaged_LFIW,Train
Training_16968141.jpg,data\dataSources\fer2013\angry\Training_16968141.jpg,angry,FER2013,Training_16968141_angry_FER2013,Train
Training_98796906.jpg,data\dataSources\fer2013\happy\Training_98796906.jpg,happy,FER2013,Training_98796906_happy_FER2013,Train
Training_52589967.jpg,data\dataSources\fer2013\neutral\Training_52589967.jpg,neutral,FER2013,Training_52589967_neutral_FER2013,Train
Training_4717939.jpg,data\dataSources\fer2013\happy\Training_4717939.jpg,happy,FER2013,Training_4717939_happy_FER2013,Train
Training_84570253.jpg,data\dataSources\fer2013\happy\Training_84570253.jpg,happy,FER2013,Training_84570253_happy_FER2013,Train
Training_1092697.jpg,data\dataSources\fer2013\neutral\Training_1092697.jpg,neutral,FER2013,Training_1092697_neutral_FER2013,Train
Training_97261304.jpg,data\dataSources\fer2013\happy\Training_97261304.jpg,happy,FER2013,Training_97261304_happy_FER2013,Train
Training_88682910.jpg,data\dataSources\fer2013\happy\Training_88682910.jpg,happy,FER2013,Training_88682910_happy_FER2013,Train
Training_44320000.jpg,data\dataSources\fer2013\happy\Training_44320000.jpg,happy,FER2013,Training_44320000_happy_FER2013,Train
Training_94812636.jpg,data\dataSources\fer2013\angry\Training_94812636.jpg,angry,FER2013,Training_94812636_angry_FER2013,Train
Bernard_Law_0004.jpg,data\dataSources\lfiw\engaged\Bernard_Law_0004.jpg,engaged,LFIW,Bernard_Law_0004_engaged_LFIW,Train
PublicTest_79109976.jpg,data\dataSources\fer2013\angry\PublicTest_79109976.jpg,angry,FER2013,PublicTest_79109976_angry_FER2013,Train
PublicTest_21832858.jpg,data\dataSources\fer2013\happy\PublicTest_21832858.jpg,happy,FER2013,PublicTest_21832858_happy_FER2013,Train
PublicTest_47319080.jpg,data\dataSources\fer2013\happy\PublicTest_47319080.jpg,happy,FER2013,PublicTest_47319080_happy_FER2013,Train
Training_8252533.jpg,data\dataSources\fer2013\angry\Training_8252533.jpg,angry,FER2013,Training_8252533_angry_FER2013,Train
PrivateTest_57926270.jpg,data\dataSources\fer2013\angry\PrivateTest_57926270.jpg,angry,FER2013,PrivateTest_57926270_angry_FER2013,Train
PublicTest_34345576.jpg,data\dataSources\fer2013\neutral\PublicTest_34345576.jpg,neutral,FER2013,PublicTest_34345576_neutral_FER2013,Train
PrivateTest_1791924.jpg,data\dataSources\fer2013\neutral\PrivateTest_1791924.jpg,neutral,FER2013,PrivateTest_1791924_neutral_FER2013,Train
Training_50155731.jpg,data\dataSources\fer2013\neutral\Training_50155731.jpg,neutral,FER2013,Training_50155731_neutral_FER2013,Train
Training_85542256.jpg,data\dataSources\fer2013\neutral\Training_85542256.jpg,neutral,FER2013,Training_85542256_neutral_FER2013,Train
Training_54866675.jpg,data\dataSources\fer2013\neutral\Training_54866675.jpg,neutral,FER2013,Training_54866675_neutral_FER2013,Train
Training_62136050.jpg,data\dataSources\fer2013\angry\Training_62136050.jpg,angry,FER2013,Training_62136050_angry_FER2013,Train
Training_86659527.jpg,data\dataSources\fer2013\happy\Training_86659527.jpg,happy,FER2013,Training_86659527_happy_FER2013,Train
Training_93953123.jpg,data\dataSources\fer2013\happy\Training_93953123.jpg,happy,FER2013,Training_93953123_happy_FER2013,Train
PublicTest_57534121.jpg,data\dataSources\fer2013\happy\PublicTest_57534121.jpg,happy,FER2013,PublicTest_57534121_happy_FER2013,Train
Training_90593467.jpg,data\dataSources\fer2013\neutral\Training_90593467.jpg,neutral,FER2013,Training_90593467_neutral_FER2013,Train
Training_8434223.jpg,data\dataSources\fer2013\happy\Training_8434223.jpg,happy,FER2013,Training_8434223_happy_FER2013,Train
Training_10884411.jpg,data\dataSources\fer2013\neutral\Training_10884411.jpg,neutral,FER2013,Training_10884411_neutral_FER2013,Train
PrivateTest_33725180.jpg,data\dataSources\fer2013\angry\PrivateTest_33725180.jpg,angry,FER2013,PrivateTest_33725180_angry_FER2013,Train
PublicTest_68104078.jpg,data\dataSources\fer2013\neutral\PublicTest_68104078.jpg,neutral,FER2013,PublicTest_68104078_neutral_FER2013,Train
Training_37054665.jpg,data\dataSources\fer2013\angry\Training_37054665.jpg,angry,FER2013,Training_37054665_angry_FER2013,Train
Training_70448031.jpg,data\dataSources\fer2013\neutral\Training_70448031.jpg,neutral,FER2013,Training_70448031_neutral_FER2013,Train
Training_64536209.jpg,data\dataSources\fer2013\neutral\Training_64536209.jpg,neutral,FER2013,Training_64536209_neutral_FER2013,Train
Training_72809685.jpg,data\dataSources\fer2013\angry\Training_72809685.jpg,angry,FER2013,Training_72809685_angry_FER2013,Train
PublicTest_59161828.jpg,data\dataSources\fer2013\angry\PublicTest_59161828.jpg,angry,FER2013,PublicTest_59161828_angry_FER2013,Train
PrivateTest_62257937.jpg,data\dataSources\fer2013\angry\PrivateTest_62257937.jpg,angry,FER2013,PrivateTest_62257937_angry_FER2013,Train
BM10NEHR.JPG,data\dataSources\kdef\engaged\BM10NEHR.JPG,engaged,KDEF,BM10NEHR_engaged_KDEF,Train
PublicTest_54130548.jpg,data\dataSources\fer2013\happy\PublicTest_54130548.jpg,happy,FER2013,PublicTest_54130548_happy_FER2013,Train
Training_41803027.jpg,data\dataSources\fer2013\neutral\Training_41803027.jpg,neutral,FER2013,Training_41803027_neutral_FER2013,Train
PrivateTest_29668485.jpg,data\dataSources\fer2013\neutral\PrivateTest_29668485.jpg,neutral,FER2013,PrivateTest_29668485_neutral_FER2013,Train
PrivateTest_58922460.jpg,data\dataSources\fer2013\happy\PrivateTest_58922460.jpg,happy,FER2013,PrivateTest_58922460_happy_FER2013,Train
Training_49114857.jpg,data\dataSources\fer2013\happy\Training_49114857.jpg,happy,FER2013,Training_49114857_happy_FER2013,Train
Training_83251056.jpg,data\dataSources\fer2013\happy\Training_83251056.jpg,happy,FER2013,Training_83251056_happy_FER2013,Train
Training_67356835.jpg,data\dataSources\fer2013\angry\Training_67356835.jpg,angry,FER2013,Training_67356835_angry_FER2013,Train
Training_41712138.jpg,data\dataSources\fer2013\happy\Training_41712138.jpg,happy,FER2013,Training_41712138_happy_FER2013,Train
Training_57875298.jpg,data\dataSources\fer2013\happy\Training_57875298.jpg,happy,FER2013,Training_57875298_happy_FER2013,Train
Training_5642262.jpg,data\dataSources\fer2013\happy\Training_5642262.jpg,happy,FER2013,Training_5642262_happy_FER2013,Train
PrivateTest_5728863.jpg,data\dataSources\fer2013\happy\PrivateTest_5728863.jpg,happy,FER2013,PrivateTest_5728863_happy_FER2013,Train
Training_63384157.jpg,data\dataSources\fer2013\happy\Training_63384157.jpg,happy,FER2013,Training_63384157_happy_FER2013,Train
Training_89796076.jpg,data\dataSources\fer2013\neutral\Training_89796076.jpg,neutral,FER2013,Training_89796076_neutral_FER2013,Train
Training_58581958.jpg,data\dataSources\fer2013\neutral\Training_58581958.jpg,neutral,FER2013,Training_58581958_neutral_FER2013,Train
Training_59159917.jpg,data\dataSources\fer2013\neutral\Training_59159917.jpg,neutral,FER2013,Training_59159917_neutral_FER2013,Train
Training_44951243.jpg,data\dataSources\fer2013\angry\Training_44951243.jpg,angry,FER2013,Training_44951243_angry_FER2013,Train
Training_40788099.jpg,data\dataSources\fer2013\neutral\Training_40788099.jpg,neutral,FER2013,Training_40788099_neutral_FER2013,Train
Training_31174655.jpg,data\dataSources\fer2013\happy\Training_31174655.jpg,happy,FER2013,Training_31174655_happy_FER2013,Train
Training_8652202.jpg,data\dataSources\fer2013\happy\Training_8652202.jpg,happy,FER2013,Training_8652202_happy_FER2013,Train
BM22SAHR.JPG,data\dataSources\kdef\engaged\BM22SAHR.JPG,engaged,KDEF,BM22SAHR_engaged_KDEF,Train
Training_22923761.jpg,data\dataSources\fer2013\happy\Training_22923761.jpg,happy,FER2013,Training_22923761_happy_FER2013,Train
Training_4724710.jpg,data\dataSources\fer2013\angry\Training_4724710.jpg,angry,FER2013,Training_4724710_angry_FER2013,Train
Training_42008480.jpg,data\dataSources\fer2013\angry\Training_42008480.jpg,angry,FER2013,Training_42008480_angry_FER2013,Train
PublicTest_21498023.jpg,data\dataSources\fer2013\angry\PublicTest_21498023.jpg,angry,FER2013,PublicTest_21498023_angry_FER2013,Train
Nancy_Demme_0002.jpg,data\dataSources\lfiw\engaged\Nancy_Demme_0002.jpg,engaged,LFIW,Nancy_Demme_0002_engaged_LFIW,Train
Training_6799271.jpg,data\dataSources\fer2013\angry\Training_6799271.jpg,angry,FER2013,Training_6799271_angry_FER2013,Train
Training_98835403.jpg,data\dataSources\fer2013\angry\Training_98835403.jpg,angry,FER2013,Training_98835403_angry_FER2013,Train
Training_94327357.jpg,data\dataSources\fer2013\neutral\Training_94327357.jpg,neutral,FER2013,Training_94327357_neutral_FER2013,Train
Training_30156556.jpg,data\dataSources\fer2013\happy\Training_30156556.jpg,happy,FER2013,Training_30156556_happy_FER2013,Train
Training_21410769.jpg,data\dataSources\fer2013\happy\Training_21410769.jpg,happy,FER2013,Training_21410769_happy_FER2013,Train
Training_33386152.jpg,data\dataSources\fer2013\neutral\Training_33386152.jpg,neutral,FER2013,Training_33386152_neutral_FER2013,Train
Training_10882484.jpg,data\dataSources\fer2013\angry\Training_10882484.jpg,angry,FER2013,Training_10882484_angry_FER2013,Train
Training_18502864.jpg,data\dataSources\fer2013\neutral\Training_18502864.jpg,neutral,FER2013,Training_18502864_neutral_FER2013,Train
Training_59073049.jpg,data\dataSources\fer2013\happy\Training_59073049.jpg,happy,FER2013,Training_59073049_happy_FER2013,Train
Training_48107098.jpg,data\dataSources\fer2013\happy\Training_48107098.jpg,happy,FER2013,Training_48107098_happy_FER2013,Train
Training_72956029.jpg,data\dataSources\fer2013\happy\Training_72956029.jpg,happy,FER2013,Training_72956029_happy_FER2013,Train
Training_86310642.jpg,data\dataSources\fer2013\angry\Training_86310642.jpg,angry,FER2013,Training_86310642_angry_FER2013,Train
Training_97676897.jpg,data\dataSources\fer2013\happy\Training_97676897.jpg,happy,FER2013,Training_97676897_happy_FER2013,Train
Training_8400793.jpg,data\dataSources\fer2013\happy\Training_8400793.jpg,happy,FER2013,Training_8400793_happy_FER2013,Train
Training_97652047.jpg,data\dataSources\fer2013\angry\Training_97652047.jpg,angry,FER2013,Training_97652047_angry_FER2013,Train
Training_99574658.jpg,data\dataSources\fer2013\angry\Training_99574658.jpg,angry,FER2013,Training_99574658_angry_FER2013,Train
Training_46933826.jpg,data\dataSources\fer2013\happy\Training_46933826.jpg,happy,FER2013,Training_46933826_happy_FER2013,Train
Training_68125805.jpg,data\dataSources\fer2013\neutral\Training_68125805.jpg,neutral,FER2013,Training_68125805_neutral_FER2013,Train
Training_57111186.jpg,data\dataSources\fer2013\neutral\Training_57111186.jpg,neutral,FER2013,Training_57111186_neutral_FER2013,Train
PublicTest_1245723.jpg,data\dataSources\fer2013\happy\PublicTest_1245723.jpg,happy,FER2013,PublicTest_1245723_happy_FER2013,Train
PublicTest_46791931.jpg,data\dataSources\fer2013\happy\PublicTest_46791931.jpg,happy,FER2013,PublicTest_46791931_happy_FER2013,Train
Training_44557501.jpg,data\dataSources\fer2013\happy\Training_44557501.jpg,happy,FER2013,Training_44557501_happy_FER2013,Train
Training_77716462.jpg,data\dataSources\fer2013\happy\Training_77716462.jpg,happy,FER2013,Training_77716462_happy_FER2013,Train
Training_81427834.jpg,data\dataSources\fer2013\angry\Training_81427834.jpg,angry,FER2013,Training_81427834_angry_FER2013,Train
Training_156494.jpg,data\dataSources\fer2013\neutral\Training_156494.jpg,neutral,FER2013,Training_156494_neutral_FER2013,Train
Training_77230089.jpg,data\dataSources\fer2013\angry\Training_77230089.jpg,angry,FER2013,Training_77230089_angry_FER2013,Train
PublicTest_58081975.jpg,data\dataSources\fer2013\neutral\PublicTest_58081975.jpg,neutral,FER2013,PublicTest_58081975_neutral_FER2013,Train
Training_73883478.jpg,data\dataSources\fer2013\neutral\Training_73883478.jpg,neutral,FER2013,Training_73883478_neutral_FER2013,Train
Training_30549878.jpg,data\dataSources\fer2013\angry\Training_30549878.jpg,angry,FER2013,Training_30549878_angry_FER2013,Train
Training_51022786.jpg,data\dataSources\fer2013\happy\Training_51022786.jpg,happy,FER2013,Training_51022786_happy_FER2013,Train
Training_64410771.jpg,data\dataSources\fer2013\happy\Training_64410771.jpg,happy,FER2013,Training_64410771_happy_FER2013,Train
Training_14462499.jpg,data\dataSources\fer2013\happy\Training_14462499.jpg,happy,FER2013,Training_14462499_happy_FER2013,Train
PrivateTest_2632278.jpg,data\dataSources\fer2013\happy\PrivateTest_2632278.jpg,happy,FER2013,PrivateTest_2632278_happy_FER2013,Train
Training_98998862.jpg,data\dataSources\fer2013\happy\Training_98998862.jpg,happy,FER2013,Training_98998862_happy_FER2013,Train
Training_81460805.jpg,data\dataSources\fer2013\happy\Training_81460805.jpg,happy,FER2013,Training_81460805_happy_FER2013,Train
Training_46559828.jpg,data\dataSources\fer2013\happy\Training_46559828.jpg,happy,FER2013,Training_46559828_happy_FER2013,Train
Training_39827885.jpg,data\dataSources\fer2013\happy\Training_39827885.jpg,happy,FER2013,Training_39827885_happy_FER2013,Train
Training_92222652.jpg,data\dataSources\fer2013\neutral\Training_92222652.jpg,neutral,FER2013,Training_92222652_neutral_FER2013,Train
Training_51328621.jpg,data\dataSources\fer2013\neutral\Training_51328621.jpg,neutral,FER2013,Training_51328621_neutral_FER2013,Train
PublicTest_68682113.jpg,data\dataSources\fer2013\angry\PublicTest_68682113.jpg,angry,FER2013,PublicTest_68682113_angry_FER2013,Train
Training_6747465.jpg,data\dataSources\fer2013\happy\Training_6747465.jpg,happy,FER2013,Training_6747465_happy_FER2013,Train
Training_99136389.jpg,data\dataSources\fer2013\happy\Training_99136389.jpg,happy,FER2013,Training_99136389_happy_FER2013,Train
Training_58885690.jpg,data\dataSources\fer2013\happy\Training_58885690.jpg,happy,FER2013,Training_58885690_happy_FER2013,Train
Training_92132008.jpg,data\dataSources\fer2013\happy\Training_92132008.jpg,happy,FER2013,Training_92132008_happy_FER2013,Train
Training_4862746.jpg,data\dataSources\fer2013\happy\Training_4862746.jpg,happy,FER2013,Training_4862746_happy_FER2013,Train
Training_61705108.jpg,data\dataSources\fer2013\angry\Training_61705108.jpg,angry,FER2013,Training_61705108_angry_FER2013,Train
PublicTest_45776620.jpg,data\dataSources\fer2013\happy\PublicTest_45776620.jpg,happy,FER2013,PublicTest_45776620_happy_FER2013,Train
Training_48839755.jpg,data\dataSources\fer2013\angry\Training_48839755.jpg,angry,FER2013,Training_48839755_angry_FER2013,Train
Training_80856162.jpg,data\dataSources\fer2013\angry\Training_80856162.jpg,angry,FER2013,Training_80856162_angry_FER2013,Train
PublicTest_50664677.jpg,data\dataSources\fer2013\angry\PublicTest_50664677.jpg,angry,FER2013,PublicTest_50664677_angry_FER2013,Train
Alvaro_Uribe_0024.jpg,data\dataSources\lfiw\engaged\Alvaro_Uribe_0024.jpg,engaged,LFIW,Alvaro_Uribe_0024_engaged_LFIW,Train
Training_42700566.jpg,data\dataSources\fer2013\happy\Training_42700566.jpg,happy,FER2013,Training_42700566_happy_FER2013,Train
PublicTest_97161581.jpg,data\dataSources\fer2013\happy\PublicTest_97161581.jpg,happy,FER2013,PublicTest_97161581_happy_FER2013,Train
Training_41586641.jpg,data\dataSources\fer2013\happy\Training_41586641.jpg,happy,FER2013,Training_41586641_happy_FER2013,Train
Training_38737103.jpg,data\dataSources\fer2013\neutral\Training_38737103.jpg,neutral,FER2013,Training_38737103_neutral_FER2013,Train
Training_93639522.jpg,data\dataSources\fer2013\happy\Training_93639522.jpg,happy,FER2013,Training_93639522_happy_FER2013,Train
Training_59241831.jpg,data\dataSources\fer2013\happy\Training_59241831.jpg,happy,FER2013,Training_59241831_happy_FER2013,Train
Training_45336730.jpg,data\dataSources\fer2013\happy\Training_45336730.jpg,happy,FER2013,Training_45336730_happy_FER2013,Train
Training_1559786.jpg,data\dataSources\fer2013\angry\Training_1559786.jpg,angry,FER2013,Training_1559786_angry_FER2013,Train
Training_64386216.jpg,data\dataSources\fer2013\happy\Training_64386216.jpg,happy,FER2013,Training_64386216_happy_FER2013,Train
Training_77778159.jpg,data\dataSources\fer2013\angry\Training_77778159.jpg,angry,FER2013,Training_77778159_angry_FER2013,Train
Training_96082304.jpg,data\dataSources\fer2013\happy\Training_96082304.jpg,happy,FER2013,Training_96082304_happy_FER2013,Train
Training_25705201.jpg,data\dataSources\fer2013\happy\Training_25705201.jpg,happy,FER2013,Training_25705201_happy_FER2013,Train
Training_30963878.jpg,data\dataSources\fer2013\happy\Training_30963878.jpg,happy,FER2013,Training_30963878_happy_FER2013,Train
Training_99691598.jpg,data\dataSources\fer2013\neutral\Training_99691598.jpg,neutral,FER2013,Training_99691598_neutral_FER2013,Train
PrivateTest_71961243.jpg,data\dataSources\fer2013\happy\PrivateTest_71961243.jpg,happy,FER2013,PrivateTest_71961243_happy_FER2013,Train
Training_79868613.jpg,data\dataSources\fer2013\happy\Training_79868613.jpg,happy,FER2013,Training_79868613_happy_FER2013,Train
Training_93539289.jpg,data\dataSources\fer2013\happy\Training_93539289.jpg,happy,FER2013,Training_93539289_happy_FER2013,Train
Michael_Piuze_0001.jpg,data\dataSources\lfiw\engaged\Michael_Piuze_0001.jpg,engaged,LFIW,Michael_Piuze_0001_engaged_LFIW,Train
Training_52867745.jpg,data\dataSources\fer2013\neutral\Training_52867745.jpg,neutral,FER2013,Training_52867745_neutral_FER2013,Train
PublicTest_49010808.jpg,data\dataSources\fer2013\neutral\PublicTest_49010808.jpg,neutral,FER2013,PublicTest_49010808_neutral_FER2013,Train
Training_15163658.jpg,data\dataSources\fer2013\happy\Training_15163658.jpg,happy,FER2013,Training_15163658_happy_FER2013,Train
Training_3197211.jpg,data\dataSources\fer2013\happy\Training_3197211.jpg,happy,FER2013,Training_3197211_happy_FER2013,Train
Training_37066382.jpg,data\dataSources\fer2013\neutral\Training_37066382.jpg,neutral,FER2013,Training_37066382_neutral_FER2013,Train
Training_48776522.jpg,data\dataSources\fer2013\angry\Training_48776522.jpg,angry,FER2013,Training_48776522_angry_FER2013,Train
Training_53364013.jpg,data\dataSources\fer2013\neutral\Training_53364013.jpg,neutral,FER2013,Training_53364013_neutral_FER2013,Train
Training_35382341.jpg,data\dataSources\fer2013\happy\Training_35382341.jpg,happy,FER2013,Training_35382341_happy_FER2013,Train
Training_16494943.jpg,data\dataSources\fer2013\neutral\Training_16494943.jpg,neutral,FER2013,Training_16494943_neutral_FER2013,Train
Training_85804759.jpg,data\dataSources\fer2013\neutral\Training_85804759.jpg,neutral,FER2013,Training_85804759_neutral_FER2013,Train
Training_71938994.jpg,data\dataSources\fer2013\happy\Training_71938994.jpg,happy,FER2013,Training_71938994_happy_FER2013,Train
PublicTest_97098619.jpg,data\dataSources\fer2013\angry\PublicTest_97098619.jpg,angry,FER2013,PublicTest_97098619_angry_FER2013,Train
Training_15351749.jpg,data\dataSources\fer2013\angry\Training_15351749.jpg,angry,FER2013,Training_15351749_angry_FER2013,Train
Training_71786133.jpg,data\dataSources\fer2013\happy\Training_71786133.jpg,happy,FER2013,Training_71786133_happy_FER2013,Train
Training_90815186.jpg,data\dataSources\fer2013\happy\Training_90815186.jpg,happy,FER2013,Training_90815186_happy_FER2013,Train
Training_19698409.jpg,data\dataSources\fer2013\neutral\Training_19698409.jpg,neutral,FER2013,Training_19698409_neutral_FER2013,Train
Training_169588.jpg,data\dataSources\fer2013\happy\Training_169588.jpg,happy,FER2013,Training_169588_happy_FER2013,Train
Training_97421063.jpg,data\dataSources\fer2013\neutral\Training_97421063.jpg,neutral,FER2013,Training_97421063_neutral_FER2013,Train
Training_54859789.jpg,data\dataSources\fer2013\angry\Training_54859789.jpg,angry,FER2013,Training_54859789_angry_FER2013,Train
Training_82864693.jpg,data\dataSources\fer2013\happy\Training_82864693.jpg,happy,FER2013,Training_82864693_happy_FER2013,Train
Training_34330652.jpg,data\dataSources\fer2013\neutral\Training_34330652.jpg,neutral,FER2013,Training_34330652_neutral_FER2013,Train
PrivateTest_61135792.jpg,data\dataSources\fer2013\neutral\PrivateTest_61135792.jpg,neutral,FER2013,PrivateTest_61135792_neutral_FER2013,Train
Training_40304383.jpg,data\dataSources\fer2013\happy\Training_40304383.jpg,happy,FER2013,Training_40304383_happy_FER2013,Train
Training_55205506.jpg,data\dataSources\fer2013\neutral\Training_55205506.jpg,neutral,FER2013,Training_55205506_neutral_FER2013,Train
