Image Name,Path,Label,Source,CompositeName
Training_91420489.jpg,PART_1/data/cleanedData\test\happy\Training_91420489.jpg,happy,FER2013,Training_91420489_happy_FER2013
Training_63318073.jpg,PART_1/data/cleanedData\test\happy\Training_63318073.jpg,happy,FER2013,Training_63318073_happy_FER2013
Training_22574848.jpg,PART_1/data/cleanedData\test\happy\Training_22574848.jpg,happy,FER2013,Training_22574848_happy_FER2013
PrivateTest_53246956.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_53246956.jpg,happy,FER2013,PrivateTest_53246956_happy_FER2013
Training_16600327.jpg,PART_1/data/cleanedData\test\happy\Training_16600327.jpg,happy,FER2013,Training_16600327_happy_FER2013
Training_63501791.jpg,PART_1/data/cleanedData\test\happy\Training_63501791.jpg,happy,FER2013,Training_63501791_happy_FER2013
Training_73279136.jpg,PART_1/data/cleanedData\test\happy\Training_73279136.jpg,happy,FER2013,Training_73279136_happy_FER2013
Training_48793311.jpg,PART_1/data/cleanedData\test\happy\Training_48793311.jpg,happy,FER2013,Training_48793311_happy_FER2013
Training_85336075.jpg,PART_1/data/cleanedData\test\happy\Training_85336075.jpg,happy,FER2013,Training_85336075_happy_FER2013
PrivateTest_2492326.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_2492326.jpg,happy,FER2013,PrivateTest_2492326_happy_FER2013
Training_82878870.jpg,PART_1/data/cleanedData\test\happy\Training_82878870.jpg,happy,FER2013,Training_82878870_happy_FER2013
Training_86185342.jpg,PART_1/data/cleanedData\test\happy\Training_86185342.jpg,happy,FER2013,Training_86185342_happy_FER2013
Training_34638629.jpg,PART_1/data/cleanedData\test\happy\Training_34638629.jpg,happy,FER2013,Training_34638629_happy_FER2013
Training_88598890.jpg,PART_1/data/cleanedData\test\happy\Training_88598890.jpg,happy,FER2013,Training_88598890_happy_FER2013
Training_28907348.jpg,PART_1/data/cleanedData\test\happy\Training_28907348.jpg,happy,FER2013,Training_28907348_happy_FER2013
Training_31092411.jpg,PART_1/data/cleanedData\test\happy\Training_31092411.jpg,happy,FER2013,Training_31092411_happy_FER2013
Training_71678330.jpg,PART_1/data/cleanedData\test\happy\Training_71678330.jpg,happy,FER2013,Training_71678330_happy_FER2013
PublicTest_89784089.jpg,PART_1/data/cleanedData\test\happy\PublicTest_89784089.jpg,happy,FER2013,PublicTest_89784089_happy_FER2013
Training_5349872.jpg,PART_1/data/cleanedData\test\happy\Training_5349872.jpg,happy,FER2013,Training_5349872_happy_FER2013
Training_61720732.jpg,PART_1/data/cleanedData\test\happy\Training_61720732.jpg,happy,FER2013,Training_61720732_happy_FER2013
Training_92982399.jpg,PART_1/data/cleanedData\test\happy\Training_92982399.jpg,happy,FER2013,Training_92982399_happy_FER2013
Training_90084698.jpg,PART_1/data/cleanedData\test\happy\Training_90084698.jpg,happy,FER2013,Training_90084698_happy_FER2013
Training_21886523.jpg,PART_1/data/cleanedData\test\happy\Training_21886523.jpg,happy,FER2013,Training_21886523_happy_FER2013
Training_68102525.jpg,PART_1/data/cleanedData\test\happy\Training_68102525.jpg,happy,FER2013,Training_68102525_happy_FER2013
PublicTest_15564000.jpg,PART_1/data/cleanedData\test\happy\PublicTest_15564000.jpg,happy,FER2013,PublicTest_15564000_happy_FER2013
Training_1730353.jpg,PART_1/data/cleanedData\test\happy\Training_1730353.jpg,happy,FER2013,Training_1730353_happy_FER2013
Training_932739.jpg,PART_1/data/cleanedData\test\happy\Training_932739.jpg,happy,FER2013,Training_932739_happy_FER2013
Training_3083301.jpg,PART_1/data/cleanedData\test\happy\Training_3083301.jpg,happy,FER2013,Training_3083301_happy_FER2013
PublicTest_80253726.jpg,PART_1/data/cleanedData\test\happy\PublicTest_80253726.jpg,happy,FER2013,PublicTest_80253726_happy_FER2013
Training_34543548.jpg,PART_1/data/cleanedData\test\happy\Training_34543548.jpg,happy,FER2013,Training_34543548_happy_FER2013
Training_80928266.jpg,PART_1/data/cleanedData\test\happy\Training_80928266.jpg,happy,FER2013,Training_80928266_happy_FER2013
PublicTest_96596476.jpg,PART_1/data/cleanedData\test\happy\PublicTest_96596476.jpg,happy,FER2013,PublicTest_96596476_happy_FER2013
Training_26270933.jpg,PART_1/data/cleanedData\test\happy\Training_26270933.jpg,happy,FER2013,Training_26270933_happy_FER2013
Training_89152364.jpg,PART_1/data/cleanedData\test\happy\Training_89152364.jpg,happy,FER2013,Training_89152364_happy_FER2013
PrivateTest_87589012.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_87589012.jpg,happy,FER2013,PrivateTest_87589012_happy_FER2013
Training_84635829.jpg,PART_1/data/cleanedData\test\happy\Training_84635829.jpg,happy,FER2013,Training_84635829_happy_FER2013
PrivateTest_77024554.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_77024554.jpg,happy,FER2013,PrivateTest_77024554_happy_FER2013
Training_41673993.jpg,PART_1/data/cleanedData\test\happy\Training_41673993.jpg,happy,FER2013,Training_41673993_happy_FER2013
Training_87314996.jpg,PART_1/data/cleanedData\test\happy\Training_87314996.jpg,happy,FER2013,Training_87314996_happy_FER2013
PrivateTest_17745884.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_17745884.jpg,happy,FER2013,PrivateTest_17745884_happy_FER2013
Training_26550588.jpg,PART_1/data/cleanedData\test\happy\Training_26550588.jpg,happy,FER2013,Training_26550588_happy_FER2013
Training_26077068.jpg,PART_1/data/cleanedData\test\happy\Training_26077068.jpg,happy,FER2013,Training_26077068_happy_FER2013
PublicTest_37311642.jpg,PART_1/data/cleanedData\test\happy\PublicTest_37311642.jpg,happy,FER2013,PublicTest_37311642_happy_FER2013
Training_42097787.jpg,PART_1/data/cleanedData\test\happy\Training_42097787.jpg,happy,FER2013,Training_42097787_happy_FER2013
Training_10967459.jpg,PART_1/data/cleanedData\test\happy\Training_10967459.jpg,happy,FER2013,Training_10967459_happy_FER2013
Training_55784145.jpg,PART_1/data/cleanedData\test\happy\Training_55784145.jpg,happy,FER2013,Training_55784145_happy_FER2013
Training_91882050.jpg,PART_1/data/cleanedData\test\happy\Training_91882050.jpg,happy,FER2013,Training_91882050_happy_FER2013
Training_60759080.jpg,PART_1/data/cleanedData\test\happy\Training_60759080.jpg,happy,FER2013,Training_60759080_happy_FER2013
Training_25185724.jpg,PART_1/data/cleanedData\test\happy\Training_25185724.jpg,happy,FER2013,Training_25185724_happy_FER2013
Training_29845043.jpg,PART_1/data/cleanedData\test\happy\Training_29845043.jpg,happy,FER2013,Training_29845043_happy_FER2013
Training_74475369.jpg,PART_1/data/cleanedData\test\happy\Training_74475369.jpg,happy,FER2013,Training_74475369_happy_FER2013
Training_68121684.jpg,PART_1/data/cleanedData\test\happy\Training_68121684.jpg,happy,FER2013,Training_68121684_happy_FER2013
Training_97522289.jpg,PART_1/data/cleanedData\test\happy\Training_97522289.jpg,happy,FER2013,Training_97522289_happy_FER2013
Training_92636653.jpg,PART_1/data/cleanedData\test\happy\Training_92636653.jpg,happy,FER2013,Training_92636653_happy_FER2013
Training_3815265.jpg,PART_1/data/cleanedData\test\happy\Training_3815265.jpg,happy,FER2013,Training_3815265_happy_FER2013
Training_4881201.jpg,PART_1/data/cleanedData\test\happy\Training_4881201.jpg,happy,FER2013,Training_4881201_happy_FER2013
Training_36659990.jpg,PART_1/data/cleanedData\test\happy\Training_36659990.jpg,happy,FER2013,Training_36659990_happy_FER2013
Training_7292867.jpg,PART_1/data/cleanedData\test\happy\Training_7292867.jpg,happy,FER2013,Training_7292867_happy_FER2013
Training_16074689.jpg,PART_1/data/cleanedData\test\happy\Training_16074689.jpg,happy,FER2013,Training_16074689_happy_FER2013
Training_40457890.jpg,PART_1/data/cleanedData\test\happy\Training_40457890.jpg,happy,FER2013,Training_40457890_happy_FER2013
Training_85481989.jpg,PART_1/data/cleanedData\test\happy\Training_85481989.jpg,happy,FER2013,Training_85481989_happy_FER2013
Training_77158825.jpg,PART_1/data/cleanedData\test\happy\Training_77158825.jpg,happy,FER2013,Training_77158825_happy_FER2013
Training_67531376.jpg,PART_1/data/cleanedData\test\happy\Training_67531376.jpg,happy,FER2013,Training_67531376_happy_FER2013
Training_77402702.jpg,PART_1/data/cleanedData\test\happy\Training_77402702.jpg,happy,FER2013,Training_77402702_happy_FER2013
Training_65883318.jpg,PART_1/data/cleanedData\test\happy\Training_65883318.jpg,happy,FER2013,Training_65883318_happy_FER2013
Training_50979959.jpg,PART_1/data/cleanedData\test\happy\Training_50979959.jpg,happy,FER2013,Training_50979959_happy_FER2013
PrivateTest_4514883.jpg,PART_1/data/cleanedData\test\happy\PrivateTest_4514883.jpg,happy,FER2013,PrivateTest_4514883_happy_FER2013
Training_80417792.jpg,PART_1/data/cleanedData\test\happy\Training_80417792.jpg,happy,FER2013,Training_80417792_happy_FER2013
PublicTest_17302120.jpg,PART_1/data/cleanedData\test\happy\PublicTest_17302120.jpg,happy,FER2013,PublicTest_17302120_happy_FER2013
Training_73849025.jpg,PART_1/data/cleanedData\test\happy\Training_73849025.jpg,happy,FER2013,Training_73849025_happy_FER2013
Training_11643647.jpg,PART_1/data/cleanedData\test\happy\Training_11643647.jpg,happy,FER2013,Training_11643647_happy_FER2013
Training_21156489.jpg,PART_1/data/cleanedData\test\happy\Training_21156489.jpg,happy,FER2013,Training_21156489_happy_FER2013
PublicTest_61195059.jpg,PART_1/data/cleanedData\test\happy\PublicTest_61195059.jpg,happy,FER2013,PublicTest_61195059_happy_FER2013
Training_35693526.jpg,PART_1/data/cleanedData\test\angry\Training_35693526.jpg,angry,FER2013,Training_35693526_angry_FER2013
Training_85451323.jpg,PART_1/data/cleanedData\test\angry\Training_85451323.jpg,angry,FER2013,Training_85451323_angry_FER2013
PublicTest_2392824.jpg,PART_1/data/cleanedData\test\angry\PublicTest_2392824.jpg,angry,FER2013,PublicTest_2392824_angry_FER2013
Training_30348764.jpg,PART_1/data/cleanedData\test\angry\Training_30348764.jpg,angry,FER2013,Training_30348764_angry_FER2013
Training_96675871.jpg,PART_1/data/cleanedData\test\angry\Training_96675871.jpg,angry,FER2013,Training_96675871_angry_FER2013
Training_8655244.jpg,PART_1/data/cleanedData\test\angry\Training_8655244.jpg,angry,FER2013,Training_8655244_angry_FER2013
Training_64781967.jpg,PART_1/data/cleanedData\test\angry\Training_64781967.jpg,angry,FER2013,Training_64781967_angry_FER2013
Training_21651222.jpg,PART_1/data/cleanedData\test\angry\Training_21651222.jpg,angry,FER2013,Training_21651222_angry_FER2013
Training_6154191.jpg,PART_1/data/cleanedData\test\angry\Training_6154191.jpg,angry,FER2013,Training_6154191_angry_FER2013
Training_44360127.jpg,PART_1/data/cleanedData\test\angry\Training_44360127.jpg,angry,FER2013,Training_44360127_angry_FER2013
PublicTest_8608284.jpg,PART_1/data/cleanedData\test\angry\PublicTest_8608284.jpg,angry,FER2013,PublicTest_8608284_angry_FER2013
Training_69155832.jpg,PART_1/data/cleanedData\test\angry\Training_69155832.jpg,angry,FER2013,Training_69155832_angry_FER2013
PrivateTest_39470132.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_39470132.jpg,angry,FER2013,PrivateTest_39470132_angry_FER2013
Training_91868621.jpg,PART_1/data/cleanedData\test\angry\Training_91868621.jpg,angry,FER2013,Training_91868621_angry_FER2013
Training_43481472.jpg,PART_1/data/cleanedData\test\angry\Training_43481472.jpg,angry,FER2013,Training_43481472_angry_FER2013
Training_95680603.jpg,PART_1/data/cleanedData\test\angry\Training_95680603.jpg,angry,FER2013,Training_95680603_angry_FER2013
Training_48257862.jpg,PART_1/data/cleanedData\test\angry\Training_48257862.jpg,angry,FER2013,Training_48257862_angry_FER2013
PrivateTest_20887918.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_20887918.jpg,angry,FER2013,PrivateTest_20887918_angry_FER2013
PublicTest_81742978.jpg,PART_1/data/cleanedData\test\angry\PublicTest_81742978.jpg,angry,FER2013,PublicTest_81742978_angry_FER2013
Training_98901131.jpg,PART_1/data/cleanedData\test\angry\Training_98901131.jpg,angry,FER2013,Training_98901131_angry_FER2013
Training_48313371.jpg,PART_1/data/cleanedData\test\angry\Training_48313371.jpg,angry,FER2013,Training_48313371_angry_FER2013
PrivateTest_95178171.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_95178171.jpg,angry,FER2013,PrivateTest_95178171_angry_FER2013
Training_21078661.jpg,PART_1/data/cleanedData\test\angry\Training_21078661.jpg,angry,FER2013,Training_21078661_angry_FER2013
Training_92529003.jpg,PART_1/data/cleanedData\test\angry\Training_92529003.jpg,angry,FER2013,Training_92529003_angry_FER2013
Training_64438769.jpg,PART_1/data/cleanedData\test\angry\Training_64438769.jpg,angry,FER2013,Training_64438769_angry_FER2013
Training_77203071.jpg,PART_1/data/cleanedData\test\angry\Training_77203071.jpg,angry,FER2013,Training_77203071_angry_FER2013
Training_27913087.jpg,PART_1/data/cleanedData\test\angry\Training_27913087.jpg,angry,FER2013,Training_27913087_angry_FER2013
Training_59720972.jpg,PART_1/data/cleanedData\test\angry\Training_59720972.jpg,angry,FER2013,Training_59720972_angry_FER2013
Training_4329906.jpg,PART_1/data/cleanedData\test\angry\Training_4329906.jpg,angry,FER2013,Training_4329906_angry_FER2013
Training_1184435.jpg,PART_1/data/cleanedData\test\angry\Training_1184435.jpg,angry,FER2013,Training_1184435_angry_FER2013
Training_13965818.jpg,PART_1/data/cleanedData\test\angry\Training_13965818.jpg,angry,FER2013,Training_13965818_angry_FER2013
Training_16591786.jpg,PART_1/data/cleanedData\test\angry\Training_16591786.jpg,angry,FER2013,Training_16591786_angry_FER2013
Training_32705300.jpg,PART_1/data/cleanedData\test\angry\Training_32705300.jpg,angry,FER2013,Training_32705300_angry_FER2013
Training_14918881.jpg,PART_1/data/cleanedData\test\angry\Training_14918881.jpg,angry,FER2013,Training_14918881_angry_FER2013
Training_23065708.jpg,PART_1/data/cleanedData\test\angry\Training_23065708.jpg,angry,FER2013,Training_23065708_angry_FER2013
PrivateTest_31013095.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_31013095.jpg,angry,FER2013,PrivateTest_31013095_angry_FER2013
Training_5828886.jpg,PART_1/data/cleanedData\test\angry\Training_5828886.jpg,angry,FER2013,Training_5828886_angry_FER2013
Training_8806446.jpg,PART_1/data/cleanedData\test\angry\Training_8806446.jpg,angry,FER2013,Training_8806446_angry_FER2013
Training_82442209.jpg,PART_1/data/cleanedData\test\angry\Training_82442209.jpg,angry,FER2013,Training_82442209_angry_FER2013
Training_12524483.jpg,PART_1/data/cleanedData\test\angry\Training_12524483.jpg,angry,FER2013,Training_12524483_angry_FER2013
Training_24047186.jpg,PART_1/data/cleanedData\test\angry\Training_24047186.jpg,angry,FER2013,Training_24047186_angry_FER2013
PrivateTest_44751991.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_44751991.jpg,angry,FER2013,PrivateTest_44751991_angry_FER2013
Training_84701834.jpg,PART_1/data/cleanedData\test\angry\Training_84701834.jpg,angry,FER2013,Training_84701834_angry_FER2013
PublicTest_25092940.jpg,PART_1/data/cleanedData\test\angry\PublicTest_25092940.jpg,angry,FER2013,PublicTest_25092940_angry_FER2013
Training_81002945.jpg,PART_1/data/cleanedData\test\angry\Training_81002945.jpg,angry,FER2013,Training_81002945_angry_FER2013
Training_85014145.jpg,PART_1/data/cleanedData\test\angry\Training_85014145.jpg,angry,FER2013,Training_85014145_angry_FER2013
PrivateTest_63127439.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_63127439.jpg,angry,FER2013,PrivateTest_63127439_angry_FER2013
PublicTest_44022516.jpg,PART_1/data/cleanedData\test\angry\PublicTest_44022516.jpg,angry,FER2013,PublicTest_44022516_angry_FER2013
PublicTest_71211063.jpg,PART_1/data/cleanedData\test\angry\PublicTest_71211063.jpg,angry,FER2013,PublicTest_71211063_angry_FER2013
Training_25412694.jpg,PART_1/data/cleanedData\test\angry\Training_25412694.jpg,angry,FER2013,Training_25412694_angry_FER2013
PublicTest_18063934.jpg,PART_1/data/cleanedData\test\angry\PublicTest_18063934.jpg,angry,FER2013,PublicTest_18063934_angry_FER2013
Training_87234323.jpg,PART_1/data/cleanedData\test\angry\Training_87234323.jpg,angry,FER2013,Training_87234323_angry_FER2013
Training_18219531.jpg,PART_1/data/cleanedData\test\angry\Training_18219531.jpg,angry,FER2013,Training_18219531_angry_FER2013
PrivateTest_33031857.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_33031857.jpg,angry,FER2013,PrivateTest_33031857_angry_FER2013
Training_54890912.jpg,PART_1/data/cleanedData\test\angry\Training_54890912.jpg,angry,FER2013,Training_54890912_angry_FER2013
Training_34093419.jpg,PART_1/data/cleanedData\test\angry\Training_34093419.jpg,angry,FER2013,Training_34093419_angry_FER2013
Training_43670655.jpg,PART_1/data/cleanedData\test\angry\Training_43670655.jpg,angry,FER2013,Training_43670655_angry_FER2013
Training_75207038.jpg,PART_1/data/cleanedData\test\angry\Training_75207038.jpg,angry,FER2013,Training_75207038_angry_FER2013
Training_92664024.jpg,PART_1/data/cleanedData\test\angry\Training_92664024.jpg,angry,FER2013,Training_92664024_angry_FER2013
PrivateTest_77007111.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_77007111.jpg,angry,FER2013,PrivateTest_77007111_angry_FER2013
Training_74453786.jpg,PART_1/data/cleanedData\test\angry\Training_74453786.jpg,angry,FER2013,Training_74453786_angry_FER2013
Training_84203856.jpg,PART_1/data/cleanedData\test\angry\Training_84203856.jpg,angry,FER2013,Training_84203856_angry_FER2013
Training_1173634.jpg,PART_1/data/cleanedData\test\angry\Training_1173634.jpg,angry,FER2013,Training_1173634_angry_FER2013
PublicTest_5177911.jpg,PART_1/data/cleanedData\test\angry\PublicTest_5177911.jpg,angry,FER2013,PublicTest_5177911_angry_FER2013
Training_64616923.jpg,PART_1/data/cleanedData\test\angry\Training_64616923.jpg,angry,FER2013,Training_64616923_angry_FER2013
Training_92013080.jpg,PART_1/data/cleanedData\test\angry\Training_92013080.jpg,angry,FER2013,Training_92013080_angry_FER2013
PrivateTest_20306434.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_20306434.jpg,angry,FER2013,PrivateTest_20306434_angry_FER2013
Training_86224020.jpg,PART_1/data/cleanedData\test\angry\Training_86224020.jpg,angry,FER2013,Training_86224020_angry_FER2013
PrivateTest_93463858.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_93463858.jpg,angry,FER2013,PrivateTest_93463858_angry_FER2013
Training_70676714.jpg,PART_1/data/cleanedData\test\angry\Training_70676714.jpg,angry,FER2013,Training_70676714_angry_FER2013
Training_91040085.jpg,PART_1/data/cleanedData\test\angry\Training_91040085.jpg,angry,FER2013,Training_91040085_angry_FER2013
Training_53937545.jpg,PART_1/data/cleanedData\test\angry\Training_53937545.jpg,angry,FER2013,Training_53937545_angry_FER2013
PublicTest_28247215.jpg,PART_1/data/cleanedData\test\angry\PublicTest_28247215.jpg,angry,FER2013,PublicTest_28247215_angry_FER2013
Training_96264108.jpg,PART_1/data/cleanedData\test\angry\Training_96264108.jpg,angry,FER2013,Training_96264108_angry_FER2013
Training_10595751.jpg,PART_1/data/cleanedData\test\angry\Training_10595751.jpg,angry,FER2013,Training_10595751_angry_FER2013
Training_36373855.jpg,PART_1/data/cleanedData\test\angry\Training_36373855.jpg,angry,FER2013,Training_36373855_angry_FER2013
Training_7928172.jpg,PART_1/data/cleanedData\test\angry\Training_7928172.jpg,angry,FER2013,Training_7928172_angry_FER2013
Training_93868933.jpg,PART_1/data/cleanedData\test\angry\Training_93868933.jpg,angry,FER2013,Training_93868933_angry_FER2013
Training_82561135.jpg,PART_1/data/cleanedData\test\angry\Training_82561135.jpg,angry,FER2013,Training_82561135_angry_FER2013
Training_37752731.jpg,PART_1/data/cleanedData\test\angry\Training_37752731.jpg,angry,FER2013,Training_37752731_angry_FER2013
Training_6799271.jpg,PART_1/data/cleanedData\test\angry\Training_6799271.jpg,angry,FER2013,Training_6799271_angry_FER2013
PrivateTest_93235151.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_93235151.jpg,angry,FER2013,PrivateTest_93235151_angry_FER2013
Training_30443996.jpg,PART_1/data/cleanedData\test\angry\Training_30443996.jpg,angry,FER2013,Training_30443996_angry_FER2013
PublicTest_5767290.jpg,PART_1/data/cleanedData\test\angry\PublicTest_5767290.jpg,angry,FER2013,PublicTest_5767290_angry_FER2013
PublicTest_53519543.jpg,PART_1/data/cleanedData\test\angry\PublicTest_53519543.jpg,angry,FER2013,PublicTest_53519543_angry_FER2013
PublicTest_20761396.jpg,PART_1/data/cleanedData\test\angry\PublicTest_20761396.jpg,angry,FER2013,PublicTest_20761396_angry_FER2013
Training_47947412.jpg,PART_1/data/cleanedData\test\angry\Training_47947412.jpg,angry,FER2013,Training_47947412_angry_FER2013
PublicTest_97727923.jpg,PART_1/data/cleanedData\test\angry\PublicTest_97727923.jpg,angry,FER2013,PublicTest_97727923_angry_FER2013
Training_17600441.jpg,PART_1/data/cleanedData\test\angry\Training_17600441.jpg,angry,FER2013,Training_17600441_angry_FER2013
Training_28999875.jpg,PART_1/data/cleanedData\test\angry\Training_28999875.jpg,angry,FER2013,Training_28999875_angry_FER2013
PrivateTest_26149470.jpg,PART_1/data/cleanedData\test\angry\PrivateTest_26149470.jpg,angry,FER2013,PrivateTest_26149470_angry_FER2013
Training_61529327.jpg,PART_1/data/cleanedData\test\angry\Training_61529327.jpg,angry,FER2013,Training_61529327_angry_FER2013
Training_23380555.jpg,PART_1/data/cleanedData\test\angry\Training_23380555.jpg,angry,FER2013,Training_23380555_angry_FER2013
Training_14713134.jpg,PART_1/data/cleanedData\test\angry\Training_14713134.jpg,angry,FER2013,Training_14713134_angry_FER2013
Training_95918957.jpg,PART_1/data/cleanedData\test\angry\Training_95918957.jpg,angry,FER2013,Training_95918957_angry_FER2013
Training_64214583.jpg,PART_1/data/cleanedData\test\angry\Training_64214583.jpg,angry,FER2013,Training_64214583_angry_FER2013
Training_77494953.jpg,PART_1/data/cleanedData\test\angry\Training_77494953.jpg,angry,FER2013,Training_77494953_angry_FER2013
Training_93808310.jpg,PART_1/data/cleanedData\test\angry\Training_93808310.jpg,angry,FER2013,Training_93808310_angry_FER2013
Training_51691115.jpg,PART_1/data/cleanedData\test\angry\Training_51691115.jpg,angry,FER2013,Training_51691115_angry_FER2013
Training_24816787.jpg,PART_1/data/cleanedData\test\angry\Training_24816787.jpg,angry,FER2013,Training_24816787_angry_FER2013
PublicTest_82976900.jpg,PART_1/data/cleanedData\test\neutral\PublicTest_82976900.jpg,neutral,FER2013,PublicTest_82976900_neutral_FER2013
Training_43083395.jpg,PART_1/data/cleanedData\test\neutral\Training_43083395.jpg,neutral,FER2013,Training_43083395_neutral_FER2013
PublicTest_4936632.jpg,PART_1/data/cleanedData\test\neutral\PublicTest_4936632.jpg,neutral,FER2013,PublicTest_4936632_neutral_FER2013
Training_60832888.jpg,PART_1/data/cleanedData\test\neutral\Training_60832888.jpg,neutral,FER2013,Training_60832888_neutral_FER2013
PrivateTest_42080571.jpg,PART_1/data/cleanedData\test\neutral\PrivateTest_42080571.jpg,neutral,FER2013,PrivateTest_42080571_neutral_FER2013
PublicTest_1153675.jpg,PART_1/data/cleanedData\test\neutral\PublicTest_1153675.jpg,neutral,FER2013,PublicTest_1153675_neutral_FER2013
Training_93996981.jpg,PART_1/data/cleanedData\test\neutral\Training_93996981.jpg,neutral,FER2013,Training_93996981_neutral_FER2013
Training_66069446.jpg,PART_1/data/cleanedData\test\neutral\Training_66069446.jpg,neutral,FER2013,Training_66069446_neutral_FER2013
Training_68493077.jpg,PART_1/data/cleanedData\test\neutral\Training_68493077.jpg,neutral,FER2013,Training_68493077_neutral_FER2013
Training_4884204.jpg,PART_1/data/cleanedData\test\neutral\Training_4884204.jpg,neutral,FER2013,Training_4884204_neutral_FER2013
Training_13295617.jpg,PART_1/data/cleanedData\test\neutral\Training_13295617.jpg,neutral,FER2013,Training_13295617_neutral_FER2013
Training_99768823.jpg,PART_1/data/cleanedData\test\neutral\Training_99768823.jpg,neutral,FER2013,Training_99768823_neutral_FER2013
