Path,CompositeName,Label,Image Name,Source
data\dataSources\fer2013\happy\PublicTest_93184422.jpg,PublicTest_93184422_happy_FER2013,happy,PublicTest_93184422.jpg,FER2013
data\dataSources\fer2013\happy\Training_5105177.jpg,Training_5105177_happy_FER2013,happy,Training_5105177.jpg,FER2013
data\dataSources\fer2013\happy\Training_60179675.jpg,Training_60179675_happy_FER2013,happy,Training_60179675.jpg,FER2013
data\dataSources\fer2013\happy\Training_28198433.jpg,Training_28198433_happy_FER2013,happy,Training_28198433.jpg,FER2013
data\dataSources\fer2013\happy\Training_46838216.jpg,Training_46838216_happy_FER2013,happy,Training_46838216.jpg,FER2013
data\dataSources\fer2013\happy\Training_92858175.jpg,Training_92858175_happy_FER2013,happy,Training_92858175.jpg,FER2013
data\dataSources\fer2013\happy\Training_42700566.jpg,Training_42700566_happy_FER2013,happy,Training_42700566.jpg,FER2013
data\dataSources\fer2013\happy\Training_98196607.jpg,Training_98196607_happy_FER2013,happy,Training_98196607.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_33336951.jpg,PrivateTest_33336951_happy_FER2013,happy,PrivateTest_33336951.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_41307619.jpg,PrivateTest_41307619_happy_FER2013,happy,PrivateTest_41307619.jpg,FER2013
data\dataSources\fer2013\happy\Training_74758860.jpg,Training_74758860_happy_FER2013,happy,Training_74758860.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_3447769.jpg,PrivateTest_3447769_happy_FER2013,happy,PrivateTest_3447769.jpg,FER2013
data\dataSources\fer2013\happy\Training_39160872.jpg,Training_39160872_happy_FER2013,happy,Training_39160872.jpg,FER2013
data\dataSources\fer2013\happy\Training_53227299.jpg,Training_53227299_happy_FER2013,happy,Training_53227299.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_50392408.jpg,PublicTest_50392408_happy_FER2013,happy,PublicTest_50392408.jpg,FER2013
data\dataSources\fer2013\happy\Training_91468416.jpg,Training_91468416_happy_FER2013,happy,Training_91468416.jpg,FER2013
data\dataSources\fer2013\happy\Training_84197631.jpg,Training_84197631_happy_FER2013,happy,Training_84197631.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_49810785.jpg,PrivateTest_49810785_happy_FER2013,happy,PrivateTest_49810785.jpg,FER2013
data\dataSources\fer2013\happy\Training_58732250.jpg,Training_58732250_happy_FER2013,happy,Training_58732250.jpg,FER2013
data\dataSources\fer2013\happy\Training_49515794.jpg,Training_49515794_happy_FER2013,happy,Training_49515794.jpg,FER2013
data\dataSources\fer2013\happy\Training_666810.jpg,Training_666810_happy_FER2013,happy,Training_666810.jpg,FER2013
data\dataSources\fer2013\happy\Training_29571687.jpg,Training_29571687_happy_FER2013,happy,Training_29571687.jpg,FER2013
data\dataSources\fer2013\happy\Training_72559813.jpg,Training_72559813_happy_FER2013,happy,Training_72559813.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_27554547.jpg,PrivateTest_27554547_happy_FER2013,happy,PrivateTest_27554547.jpg,FER2013
data\dataSources\fer2013\happy\Training_52362018.jpg,Training_52362018_happy_FER2013,happy,Training_52362018.jpg,FER2013
data\dataSources\fer2013\happy\Training_88065466.jpg,Training_88065466_happy_FER2013,happy,Training_88065466.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_97619865.jpg,PrivateTest_97619865_happy_FER2013,happy,PrivateTest_97619865.jpg,FER2013
data\dataSources\fer2013\happy\Training_40043651.jpg,Training_40043651_happy_FER2013,happy,Training_40043651.jpg,FER2013
data\dataSources\fer2013\happy\Training_70095177.jpg,Training_70095177_happy_FER2013,happy,Training_70095177.jpg,FER2013
data\dataSources\fer2013\happy\Training_27928324.jpg,Training_27928324_happy_FER2013,happy,Training_27928324.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_49452096.jpg,PublicTest_49452096_happy_FER2013,happy,PublicTest_49452096.jpg,FER2013
data\dataSources\fer2013\happy\Training_50176227.jpg,Training_50176227_happy_FER2013,happy,Training_50176227.jpg,FER2013
data\dataSources\fer2013\happy\Training_6306893.jpg,Training_6306893_happy_FER2013,happy,Training_6306893.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_61352712.jpg,PrivateTest_61352712_happy_FER2013,happy,PrivateTest_61352712.jpg,FER2013
data\dataSources\fer2013\happy\Training_44238669.jpg,Training_44238669_happy_FER2013,happy,Training_44238669.jpg,FER2013
data\dataSources\fer2013\happy\Training_41496228.jpg,Training_41496228_happy_FER2013,happy,Training_41496228.jpg,FER2013
data\dataSources\fer2013\happy\Training_21634001.jpg,Training_21634001_happy_FER2013,happy,Training_21634001.jpg,FER2013
data\dataSources\fer2013\happy\Training_77219425.jpg,Training_77219425_happy_FER2013,happy,Training_77219425.jpg,FER2013
data\dataSources\fer2013\happy\Training_24807064.jpg,Training_24807064_happy_FER2013,happy,Training_24807064.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_34104108.jpg,PrivateTest_34104108_happy_FER2013,happy,PrivateTest_34104108.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_58836555.jpg,PublicTest_58836555_happy_FER2013,happy,PublicTest_58836555.jpg,FER2013
data\dataSources\fer2013\happy\Training_20350428.jpg,Training_20350428_happy_FER2013,happy,Training_20350428.jpg,FER2013
data\dataSources\fer2013\happy\Training_7845176.jpg,Training_7845176_happy_FER2013,happy,Training_7845176.jpg,FER2013
data\dataSources\fer2013\happy\Training_60085953.jpg,Training_60085953_happy_FER2013,happy,Training_60085953.jpg,FER2013
data\dataSources\fer2013\happy\Training_12451187.jpg,Training_12451187_happy_FER2013,happy,Training_12451187.jpg,FER2013
data\dataSources\fer2013\happy\Training_91304897.jpg,Training_91304897_happy_FER2013,happy,Training_91304897.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_41502047.jpg,PrivateTest_41502047_happy_FER2013,happy,PrivateTest_41502047.jpg,FER2013
data\dataSources\fer2013\happy\Training_71372409.jpg,Training_71372409_happy_FER2013,happy,Training_71372409.jpg,FER2013
data\dataSources\fer2013\happy\Training_26579056.jpg,Training_26579056_happy_FER2013,happy,Training_26579056.jpg,FER2013
data\dataSources\fer2013\happy\Training_65079515.jpg,Training_65079515_happy_FER2013,happy,Training_65079515.jpg,FER2013
data\dataSources\fer2013\happy\Training_83272931.jpg,Training_83272931_happy_FER2013,happy,Training_83272931.jpg,FER2013
data\dataSources\fer2013\happy\Training_43903422.jpg,Training_43903422_happy_FER2013,happy,Training_43903422.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_96979522.jpg,PublicTest_96979522_happy_FER2013,happy,PublicTest_96979522.jpg,FER2013
data\dataSources\fer2013\happy\Training_69745664.jpg,Training_69745664_happy_FER2013,happy,Training_69745664.jpg,FER2013
data\dataSources\fer2013\happy\Training_56193296.jpg,Training_56193296_happy_FER2013,happy,Training_56193296.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_36629520.jpg,PublicTest_36629520_happy_FER2013,happy,PublicTest_36629520.jpg,FER2013
data\dataSources\fer2013\happy\Training_41576124.jpg,Training_41576124_happy_FER2013,happy,Training_41576124.jpg,FER2013
data\dataSources\fer2013\happy\Training_55554478.jpg,Training_55554478_happy_FER2013,happy,Training_55554478.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_12052491.jpg,PrivateTest_12052491_happy_FER2013,happy,PrivateTest_12052491.jpg,FER2013
data\dataSources\fer2013\happy\Training_97247380.jpg,Training_97247380_happy_FER2013,happy,Training_97247380.jpg,FER2013
data\dataSources\fer2013\happy\Training_74971731.jpg,Training_74971731_happy_FER2013,happy,Training_74971731.jpg,FER2013
data\dataSources\fer2013\happy\Training_10465648.jpg,Training_10465648_happy_FER2013,happy,Training_10465648.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_67493989.jpg,PrivateTest_67493989_happy_FER2013,happy,PrivateTest_67493989.jpg,FER2013
data\dataSources\fer2013\happy\Training_44413432.jpg,Training_44413432_happy_FER2013,happy,Training_44413432.jpg,FER2013
data\dataSources\fer2013\happy\Training_80554059.jpg,Training_80554059_happy_FER2013,happy,Training_80554059.jpg,FER2013
data\dataSources\fer2013\happy\Training_85391388.jpg,Training_85391388_happy_FER2013,happy,Training_85391388.jpg,FER2013
data\dataSources\fer2013\happy\Training_54675927.jpg,Training_54675927_happy_FER2013,happy,Training_54675927.jpg,FER2013
data\dataSources\fer2013\happy\Training_14330963.jpg,Training_14330963_happy_FER2013,happy,Training_14330963.jpg,FER2013
data\dataSources\fer2013\happy\Training_99264929.jpg,Training_99264929_happy_FER2013,happy,Training_99264929.jpg,FER2013
data\dataSources\fer2013\happy\Training_18373374.jpg,Training_18373374_happy_FER2013,happy,Training_18373374.jpg,FER2013
data\dataSources\fer2013\happy\Training_24306769.jpg,Training_24306769_happy_FER2013,happy,Training_24306769.jpg,FER2013
data\dataSources\fer2013\happy\Training_89142458.jpg,Training_89142458_happy_FER2013,happy,Training_89142458.jpg,FER2013
data\dataSources\fer2013\happy\Training_88399527.jpg,Training_88399527_happy_FER2013,happy,Training_88399527.jpg,FER2013
data\dataSources\fer2013\happy\Training_15267595.jpg,Training_15267595_happy_FER2013,happy,Training_15267595.jpg,FER2013
data\dataSources\fer2013\happy\Training_44322637.jpg,Training_44322637_happy_FER2013,happy,Training_44322637.jpg,FER2013
data\dataSources\fer2013\happy\Training_84161741.jpg,Training_84161741_happy_FER2013,happy,Training_84161741.jpg,FER2013
data\dataSources\fer2013\happy\Training_6407871.jpg,Training_6407871_happy_FER2013,happy,Training_6407871.jpg,FER2013
data\dataSources\fer2013\happy\Training_10109375.jpg,Training_10109375_happy_FER2013,happy,Training_10109375.jpg,FER2013
data\dataSources\fer2013\happy\Training_85749374.jpg,Training_85749374_happy_FER2013,happy,Training_85749374.jpg,FER2013
data\dataSources\fer2013\happy\Training_23406126.jpg,Training_23406126_happy_FER2013,happy,Training_23406126.jpg,FER2013
data\dataSources\fer2013\happy\Training_69040593.jpg,Training_69040593_happy_FER2013,happy,Training_69040593.jpg,FER2013
data\dataSources\fer2013\happy\Training_16674696.jpg,Training_16674696_happy_FER2013,happy,Training_16674696.jpg,FER2013
data\dataSources\fer2013\happy\Training_12198698.jpg,Training_12198698_happy_FER2013,happy,Training_12198698.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_33854238.jpg,PrivateTest_33854238_happy_FER2013,happy,PrivateTest_33854238.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_14530913.jpg,PrivateTest_14530913_happy_FER2013,happy,PrivateTest_14530913.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_55281637.jpg,PublicTest_55281637_happy_FER2013,happy,PublicTest_55281637.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_82741933.jpg,PrivateTest_82741933_happy_FER2013,happy,PrivateTest_82741933.jpg,FER2013
data\dataSources\fer2013\happy\Training_90246347.jpg,Training_90246347_happy_FER2013,happy,Training_90246347.jpg,FER2013
data\dataSources\fer2013\happy\Training_46777059.jpg,Training_46777059_happy_FER2013,happy,Training_46777059.jpg,FER2013
data\dataSources\fer2013\happy\Training_56095982.jpg,Training_56095982_happy_FER2013,happy,Training_56095982.jpg,FER2013
data\dataSources\fer2013\happy\Training_16449507.jpg,Training_16449507_happy_FER2013,happy,Training_16449507.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_84477627.jpg,PublicTest_84477627_happy_FER2013,happy,PublicTest_84477627.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_20212302.jpg,PrivateTest_20212302_happy_FER2013,happy,PrivateTest_20212302.jpg,FER2013
data\dataSources\fer2013\happy\Training_177442.jpg,Training_177442_happy_FER2013,happy,Training_177442.jpg,FER2013
data\dataSources\fer2013\happy\Training_39830997.jpg,Training_39830997_happy_FER2013,happy,Training_39830997.jpg,FER2013
data\dataSources\fer2013\happy\Training_54541966.jpg,Training_54541966_happy_FER2013,happy,Training_54541966.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_69207826.jpg,PublicTest_69207826_happy_FER2013,happy,PublicTest_69207826.jpg,FER2013
data\dataSources\fer2013\happy\Training_82680700.jpg,Training_82680700_happy_FER2013,happy,Training_82680700.jpg,FER2013
data\dataSources\fer2013\happy\Training_582538.jpg,Training_582538_happy_FER2013,happy,Training_582538.jpg,FER2013
data\dataSources\fer2013\happy\Training_54294463.jpg,Training_54294463_happy_FER2013,happy,Training_54294463.jpg,FER2013
data\dataSources\fer2013\happy\Training_44317542.jpg,Training_44317542_happy_FER2013,happy,Training_44317542.jpg,FER2013
data\dataSources\fer2013\happy\Training_8368466.jpg,Training_8368466_happy_FER2013,happy,Training_8368466.jpg,FER2013
data\dataSources\fer2013\happy\Training_36185530.jpg,Training_36185530_happy_FER2013,happy,Training_36185530.jpg,FER2013
data\dataSources\fer2013\happy\Training_23711597.jpg,Training_23711597_happy_FER2013,happy,Training_23711597.jpg,FER2013
data\dataSources\fer2013\happy\Training_11205172.jpg,Training_11205172_happy_FER2013,happy,Training_11205172.jpg,FER2013
data\dataSources\fer2013\happy\Training_1866804.jpg,Training_1866804_happy_FER2013,happy,Training_1866804.jpg,FER2013
data\dataSources\fer2013\happy\Training_10367793.jpg,Training_10367793_happy_FER2013,happy,Training_10367793.jpg,FER2013
data\dataSources\fer2013\happy\Training_63185067.jpg,Training_63185067_happy_FER2013,happy,Training_63185067.jpg,FER2013
data\dataSources\fer2013\happy\Training_53955984.jpg,Training_53955984_happy_FER2013,happy,Training_53955984.jpg,FER2013
data\dataSources\fer2013\happy\Training_5083184.jpg,Training_5083184_happy_FER2013,happy,Training_5083184.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_38561327.jpg,PublicTest_38561327_happy_FER2013,happy,PublicTest_38561327.jpg,FER2013
data\dataSources\fer2013\happy\Training_16866158.jpg,Training_16866158_happy_FER2013,happy,Training_16866158.jpg,FER2013
data\dataSources\fer2013\happy\Training_10220224.jpg,Training_10220224_happy_FER2013,happy,Training_10220224.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_98662353.jpg,PrivateTest_98662353_happy_FER2013,happy,PrivateTest_98662353.jpg,FER2013
data\dataSources\fer2013\happy\Training_25446614.jpg,Training_25446614_happy_FER2013,happy,Training_25446614.jpg,FER2013
data\dataSources\fer2013\happy\Training_88716585.jpg,Training_88716585_happy_FER2013,happy,Training_88716585.jpg,FER2013
data\dataSources\fer2013\happy\Training_71252302.jpg,Training_71252302_happy_FER2013,happy,Training_71252302.jpg,FER2013
data\dataSources\fer2013\happy\Training_88504784.jpg,Training_88504784_happy_FER2013,happy,Training_88504784.jpg,FER2013
data\dataSources\fer2013\happy\Training_80171012.jpg,Training_80171012_happy_FER2013,happy,Training_80171012.jpg,FER2013
data\dataSources\fer2013\happy\Training_51841344.jpg,Training_51841344_happy_FER2013,happy,Training_51841344.jpg,FER2013
data\dataSources\fer2013\happy\Training_56089032.jpg,Training_56089032_happy_FER2013,happy,Training_56089032.jpg,FER2013
data\dataSources\fer2013\happy\Training_30336866.jpg,Training_30336866_happy_FER2013,happy,Training_30336866.jpg,FER2013
data\dataSources\fer2013\happy\Training_36292934.jpg,Training_36292934_happy_FER2013,happy,Training_36292934.jpg,FER2013
data\dataSources\fer2013\happy\Training_12080570.jpg,Training_12080570_happy_FER2013,happy,Training_12080570.jpg,FER2013
data\dataSources\fer2013\happy\Training_9722329.jpg,Training_9722329_happy_FER2013,happy,Training_9722329.jpg,FER2013
data\dataSources\fer2013\happy\Training_2896698.jpg,Training_2896698_happy_FER2013,happy,Training_2896698.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_87921546.jpg,PublicTest_87921546_happy_FER2013,happy,PublicTest_87921546.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_37503906.jpg,PublicTest_37503906_happy_FER2013,happy,PublicTest_37503906.jpg,FER2013
data\dataSources\fer2013\happy\Training_82581464.jpg,Training_82581464_happy_FER2013,happy,Training_82581464.jpg,FER2013
data\dataSources\fer2013\happy\Training_14946849.jpg,Training_14946849_happy_FER2013,happy,Training_14946849.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_928647.jpg,PrivateTest_928647_happy_FER2013,happy,PrivateTest_928647.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_52662964.jpg,PublicTest_52662964_happy_FER2013,happy,PublicTest_52662964.jpg,FER2013
data\dataSources\fer2013\happy\Training_83878071.jpg,Training_83878071_happy_FER2013,happy,Training_83878071.jpg,FER2013
data\dataSources\fer2013\happy\Training_16906853.jpg,Training_16906853_happy_FER2013,happy,Training_16906853.jpg,FER2013
data\dataSources\fer2013\happy\Training_84004456.jpg,Training_84004456_happy_FER2013,happy,Training_84004456.jpg,FER2013
data\dataSources\fer2013\happy\Training_92534494.jpg,Training_92534494_happy_FER2013,happy,Training_92534494.jpg,FER2013
data\dataSources\fer2013\happy\Training_95673040.jpg,Training_95673040_happy_FER2013,happy,Training_95673040.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_78076860.jpg,PrivateTest_78076860_happy_FER2013,happy,PrivateTest_78076860.jpg,FER2013
data\dataSources\fer2013\happy\Training_76746311.jpg,Training_76746311_happy_FER2013,happy,Training_76746311.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_13888087.jpg,PublicTest_13888087_happy_FER2013,happy,PublicTest_13888087.jpg,FER2013
data\dataSources\fer2013\happy\Training_61120280.jpg,Training_61120280_happy_FER2013,happy,Training_61120280.jpg,FER2013
data\dataSources\fer2013\happy\Training_25991985.jpg,Training_25991985_happy_FER2013,happy,Training_25991985.jpg,FER2013
data\dataSources\fer2013\happy\Training_51658595.jpg,Training_51658595_happy_FER2013,happy,Training_51658595.jpg,FER2013
data\dataSources\fer2013\happy\Training_75762211.jpg,Training_75762211_happy_FER2013,happy,Training_75762211.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_25805516.jpg,PrivateTest_25805516_happy_FER2013,happy,PrivateTest_25805516.jpg,FER2013
data\dataSources\fer2013\happy\Training_44668719.jpg,Training_44668719_happy_FER2013,happy,Training_44668719.jpg,FER2013
data\dataSources\fer2013\happy\Training_48718744.jpg,Training_48718744_happy_FER2013,happy,Training_48718744.jpg,FER2013
data\dataSources\fer2013\happy\Training_93197270.jpg,Training_93197270_happy_FER2013,happy,Training_93197270.jpg,FER2013
data\dataSources\fer2013\happy\Training_90487023.jpg,Training_90487023_happy_FER2013,happy,Training_90487023.jpg,FER2013
data\dataSources\fer2013\happy\Training_14014869.jpg,Training_14014869_happy_FER2013,happy,Training_14014869.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_5108520.jpg,PrivateTest_5108520_happy_FER2013,happy,PrivateTest_5108520.jpg,FER2013
data\dataSources\fer2013\happy\Training_48561712.jpg,Training_48561712_happy_FER2013,happy,Training_48561712.jpg,FER2013
data\dataSources\fer2013\happy\Training_23880913.jpg,Training_23880913_happy_FER2013,happy,Training_23880913.jpg,FER2013
data\dataSources\fer2013\happy\Training_31588747.jpg,Training_31588747_happy_FER2013,happy,Training_31588747.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_54712038.jpg,PrivateTest_54712038_happy_FER2013,happy,PrivateTest_54712038.jpg,FER2013
data\dataSources\fer2013\happy\Training_93025766.jpg,Training_93025766_happy_FER2013,happy,Training_93025766.jpg,FER2013
data\dataSources\fer2013\happy\Training_20119338.jpg,Training_20119338_happy_FER2013,happy,Training_20119338.jpg,FER2013
data\dataSources\fer2013\happy\Training_45089198.jpg,Training_45089198_happy_FER2013,happy,Training_45089198.jpg,FER2013
data\dataSources\fer2013\happy\Training_91321110.jpg,Training_91321110_happy_FER2013,happy,Training_91321110.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_97281624.jpg,PrivateTest_97281624_happy_FER2013,happy,PrivateTest_97281624.jpg,FER2013
data\dataSources\fer2013\happy\Training_35746594.jpg,Training_35746594_happy_FER2013,happy,Training_35746594.jpg,FER2013
data\dataSources\fer2013\happy\Training_30479650.jpg,Training_30479650_happy_FER2013,happy,Training_30479650.jpg,FER2013
data\dataSources\fer2013\happy\Training_2765515.jpg,Training_2765515_happy_FER2013,happy,Training_2765515.jpg,FER2013
data\dataSources\fer2013\happy\Training_25553563.jpg,Training_25553563_happy_FER2013,happy,Training_25553563.jpg,FER2013
data\dataSources\fer2013\happy\Training_85830808.jpg,Training_85830808_happy_FER2013,happy,Training_85830808.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_58895662.jpg,PublicTest_58895662_happy_FER2013,happy,PublicTest_58895662.jpg,FER2013
data\dataSources\fer2013\happy\Training_98747736.jpg,Training_98747736_happy_FER2013,happy,Training_98747736.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_34192971.jpg,PrivateTest_34192971_happy_FER2013,happy,PrivateTest_34192971.jpg,FER2013
data\dataSources\fer2013\happy\Training_49731047.jpg,Training_49731047_happy_FER2013,happy,Training_49731047.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_24899551.jpg,PublicTest_24899551_happy_FER2013,happy,PublicTest_24899551.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_78408507.jpg,PublicTest_78408507_happy_FER2013,happy,PublicTest_78408507.jpg,FER2013
data\dataSources\fer2013\happy\Training_23180058.jpg,Training_23180058_happy_FER2013,happy,Training_23180058.jpg,FER2013
data\dataSources\fer2013\happy\Training_18151475.jpg,Training_18151475_happy_FER2013,happy,Training_18151475.jpg,FER2013
data\dataSources\fer2013\happy\Training_13327689.jpg,Training_13327689_happy_FER2013,happy,Training_13327689.jpg,FER2013
data\dataSources\fer2013\happy\Training_7839278.jpg,Training_7839278_happy_FER2013,happy,Training_7839278.jpg,FER2013
data\dataSources\fer2013\happy\Training_18430967.jpg,Training_18430967_happy_FER2013,happy,Training_18430967.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_5329013.jpg,PrivateTest_5329013_happy_FER2013,happy,PrivateTest_5329013.jpg,FER2013
data\dataSources\fer2013\happy\Training_43845822.jpg,Training_43845822_happy_FER2013,happy,Training_43845822.jpg,FER2013
data\dataSources\fer2013\happy\Training_94903625.jpg,Training_94903625_happy_FER2013,happy,Training_94903625.jpg,FER2013
data\dataSources\fer2013\happy\Training_49832352.jpg,Training_49832352_happy_FER2013,happy,Training_49832352.jpg,FER2013
data\dataSources\fer2013\happy\Training_44451170.jpg,Training_44451170_happy_FER2013,happy,Training_44451170.jpg,FER2013
data\dataSources\fer2013\happy\Training_54049121.jpg,Training_54049121_happy_FER2013,happy,Training_54049121.jpg,FER2013
data\dataSources\fer2013\happy\Training_65455866.jpg,Training_65455866_happy_FER2013,happy,Training_65455866.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_24489785.jpg,PublicTest_24489785_happy_FER2013,happy,PublicTest_24489785.jpg,FER2013
data\dataSources\fer2013\happy\Training_51300165.jpg,Training_51300165_happy_FER2013,happy,Training_51300165.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_51392628.jpg,PublicTest_51392628_happy_FER2013,happy,PublicTest_51392628.jpg,FER2013
data\dataSources\fer2013\happy\Training_64828521.jpg,Training_64828521_happy_FER2013,happy,Training_64828521.jpg,FER2013
data\dataSources\fer2013\happy\Training_77375447.jpg,Training_77375447_happy_FER2013,happy,Training_77375447.jpg,FER2013
data\dataSources\fer2013\happy\Training_30903559.jpg,Training_30903559_happy_FER2013,happy,Training_30903559.jpg,FER2013
data\dataSources\fer2013\happy\Training_38915915.jpg,Training_38915915_happy_FER2013,happy,Training_38915915.jpg,FER2013
data\dataSources\fer2013\happy\Training_28467902.jpg,Training_28467902_happy_FER2013,happy,Training_28467902.jpg,FER2013
data\dataSources\fer2013\happy\Training_14803938.jpg,Training_14803938_happy_FER2013,happy,Training_14803938.jpg,FER2013
data\dataSources\fer2013\happy\PrivateTest_71636588.jpg,PrivateTest_71636588_happy_FER2013,happy,PrivateTest_71636588.jpg,FER2013
data\dataSources\fer2013\happy\PublicTest_60696854.jpg,PublicTest_60696854_happy_FER2013,happy,PublicTest_60696854.jpg,FER2013
data\dataSources\fer2013\happy\Training_11563477.jpg,Training_11563477_happy_FER2013,happy,Training_11563477.jpg,FER2013
data\dataSources\fer2013\happy\Training_97118844.jpg,Training_97118844_happy_FER2013,happy,Training_97118844.jpg,FER2013
