Path,Label,Name
data\augmentation\sha1_36_Training_42154199_jpg.jpg,happy,sha1_36_Training_42154199_jpg.jpg
data\cleanedData\happy\Training_5597433.jpg,happy,Training_5597433.jpg
data\augmentation\rot-1_col1_5_sha1_07_no0_6_Training_5597433_jpg.jpg,happy,rot-1_col1_5_sha1_07_no0_6_Training_5597433_jpg.jpg
data\augmentation\sha1_28_flip0_bri0_85_Training_5597433_jpg.jpg,happy,sha1_28_flip0_bri0_85_Training_5597433_jpg.jpg
data\cleanedData\happy\Training_88201628.jpg,happy,Training_88201628.jpg
data\augmentation\no0_73_Training_88201628_jpg.jpg,happy,no0_73_Training_88201628_jpg.jpg
data\augmentation\sha0_84_bri1_19_flip0_no1_18_col1_19_rot15_Training_88201628_jpg.jpg,happy,sha0_84_bri1_19_flip0_no1_18_col1_19_rot15_Training_88201628_jpg.jpg
data\cleanedData\happy\Training_45308640.jpg,happy,Training_45308640.jpg
data\augmentation\rot14_no0_59_con0_64_bri0_9_sha0_93_Training_45308640_jpg.jpg,happy,rot14_no0_59_con0_64_bri0_9_sha0_93_Training_45308640_jpg.jpg
data\augmentation\con1_46_sha0_65_no1_24_rot-18_flip0_bri1_28_col1_46_Training_45308640_jpg.jpg,happy,con1_46_sha0_65_no1_24_rot-18_flip0_bri1_28_col1_46_Training_45308640_jpg.jpg
data\cleanedData\happy\Training_39805897.jpg,happy,Training_39805897.jpg
data\augmentation\bri1_19_sha1_04_col0_64_rot-9_Training_39805897_jpg.jpg,happy,bri1_19_sha1_04_col0_64_rot-9_Training_39805897_jpg.jpg
data\augmentation\sha1_34_col1_39_con1_02_no0_69_flip0_bri0_75_Training_39805897_jpg.jpg,happy,sha1_34_col1_39_con1_02_no0_69_flip0_bri0_75_Training_39805897_jpg.jpg
data\cleanedData\happy\Training_9607164.jpg,happy,Training_9607164.jpg
data\augmentation\flip0_con1_0_bri0_78_no1_26_col1_35_rot17_Training_9607164_jpg.jpg,happy,flip0_con1_0_bri0_78_no1_26_col1_35_rot17_Training_9607164_jpg.jpg
data\augmentation\no1_26_rot-18_bri0_97_con1_28_flip0_Training_9607164_jpg.jpg,happy,no1_26_rot-18_bri0_97_con1_28_flip0_Training_9607164_jpg.jpg
data\cleanedData\happy\PrivateTest_28785248.jpg,happy,PrivateTest_28785248.jpg
data\augmentation\bri1_37_sha0_84_PrivateTest_28785248_jpg.jpg,happy,bri1_37_sha0_84_PrivateTest_28785248_jpg.jpg
data\augmentation\no1_48_sha0_53_con0_61_PrivateTest_28785248_jpg.jpg,happy,no1_48_sha0_53_con0_61_PrivateTest_28785248_jpg.jpg
data\cleanedData\happy\Training_35762019.jpg,happy,Training_35762019.jpg
data\augmentation\rot21_con0_84_sha0_91_bri0_68_col1_27_Training_35762019_jpg.jpg,happy,rot21_con0_84_sha0_91_bri0_68_col1_27_Training_35762019_jpg.jpg
data\augmentation\no0_67_con1_2_Training_35762019_jpg.jpg,happy,no0_67_con1_2_Training_35762019_jpg.jpg
data\cleanedData\happy\Training_63501791.jpg,happy,Training_63501791.jpg
data\augmentation\bri0_71_flip0_sha0_56_col1_0_no0_6_rot18_Training_63501791_jpg.jpg,happy,bri0_71_flip0_sha0_56_col1_0_no0_6_rot18_Training_63501791_jpg.jpg
data\augmentation\bri1_08_no1_12_sha0_83_col0_77_con0_96_rot-8_flip0_Training_63501791_jpg.jpg,happy,bri1_08_no1_12_sha0_83_col0_77_con0_96_rot-8_flip0_Training_63501791_jpg.jpg
data\cleanedData\happy\PrivateTest_33336951.jpg,happy,PrivateTest_33336951.jpg
data\augmentation\sha1_18_col1_18_no1_08_PrivateTest_33336951_jpg.jpg,happy,sha1_18_col1_18_no1_08_PrivateTest_33336951_jpg.jpg
data\augmentation\flip0_rot20_sha0_66_no0_68_con0_56_col0_78_bri0_71_PrivateTest_33336951_jpg.jpg,happy,flip0_rot20_sha0_66_no0_68_con0_56_col0_78_bri0_71_PrivateTest_33336951_jpg.jpg
data\cleanedData\happy\PublicTest_50392408.jpg,happy,PublicTest_50392408.jpg
data\augmentation\con0_55_col0_97_flip0_rot-13_sha0_53_no0_54_PublicTest_50392408_jpg.jpg,happy,con0_55_col0_97_flip0_rot-13_sha0_53_no0_54_PublicTest_50392408_jpg.jpg
data\augmentation\rot-1_no0_81_sha0_71_col0_68_flip0_con0_52_bri1_0_PublicTest_50392408_jpg.jpg,happy,rot-1_no0_81_sha0_71_col0_68_flip0_con0_52_bri1_0_PublicTest_50392408_jpg.jpg
data\cleanedData\happy\Training_72781381.jpg,happy,Training_72781381.jpg
data\augmentation\no0_79_rot-17_bri1_07_col0_76_con1_26_Training_72781381_jpg.jpg,happy,no0_79_rot-17_bri1_07_col0_76_con1_26_Training_72781381_jpg.jpg
data\augmentation\rot23_sha1_05_col0_96_no0_84_con0_78_flip0_Training_72781381_jpg.jpg,happy,rot23_sha1_05_col0_96_no0_84_con0_78_flip0_Training_72781381_jpg.jpg
data\cleanedData\happy\Training_16974929.jpg,happy,Training_16974929.jpg
data\augmentation\sha0_81_Training_16974929_jpg.jpg,happy,sha0_81_Training_16974929_jpg.jpg
data\augmentation\no1_4_flip0_col1_14_sha0_53_con1_03_rot-24_bri1_14_Training_16974929_jpg.jpg,happy,no1_4_flip0_col1_14_sha0_53_con1_03_rot-24_bri1_14_Training_16974929_jpg.jpg
data\cleanedData\happy\Training_97745591.jpg,happy,Training_97745591.jpg
data\augmentation\bri1_29_flip0_no1_49_con0_84_Training_97745591_jpg.jpg,happy,bri1_29_flip0_no1_49_con0_84_Training_97745591_jpg.jpg
data\augmentation\bri0_61_con0_81_rot-17_flip0_sha0_8_no1_28_Training_97745591_jpg.jpg,happy,bri0_61_con0_81_rot-17_flip0_sha0_8_no1_28_Training_97745591_jpg.jpg
data\cleanedData\happy\PrivateTest_61352712.jpg,happy,PrivateTest_61352712.jpg
data\augmentation\sha0_92_no1_14_col1_48_con1_13_flip0_bri1_5_rot-2_PrivateTest_61352712_jpg.jpg,happy,sha0_92_no1_14_col1_48_con1_13_flip0_bri1_5_rot-2_PrivateTest_61352712_jpg.jpg
data\augmentation\no0_77_sha1_32_PrivateTest_61352712_jpg.jpg,happy,no0_77_sha1_32_PrivateTest_61352712_jpg.jpg
data\cleanedData\happy\Training_39457045.jpg,happy,Training_39457045.jpg
data\augmentation\flip0_rot7_bri0_83_col0_85_con1_18_Training_39457045_jpg.jpg,happy,flip0_rot7_bri0_83_col0_85_con1_18_Training_39457045_jpg.jpg
data\augmentation\sha0_85_rot5_flip0_no1_07_con1_31_Training_39457045_jpg.jpg,happy,sha0_85_rot5_flip0_no1_07_con1_31_Training_39457045_jpg.jpg
data\cleanedData\happy\Training_65694565.jpg,happy,Training_65694565.jpg
data\augmentation\con1_39_rot-28_Training_65694565_jpg.jpg,happy,con1_39_rot-28_Training_65694565_jpg.jpg
data\augmentation\col1_17_Training_65694565_jpg.jpg,happy,col1_17_Training_65694565_jpg.jpg
data\cleanedData\happy\Training_56089032.jpg,happy,Training_56089032.jpg
data\augmentation\rot-16_flip0_con1_35_Training_56089032_jpg.jpg,happy,rot-16_flip0_con1_35_Training_56089032_jpg.jpg
data\augmentation\flip0_col0_58_sha0_99_bri1_23_Training_56089032_jpg.jpg,happy,flip0_col0_58_sha0_99_bri1_23_Training_56089032_jpg.jpg
data\cleanedData\happy\Training_12072300.jpg,happy,Training_12072300.jpg
data\augmentation\bri0_72_con1_22_flip0_sha1_09_col0_56_Training_12072300_jpg.jpg,happy,bri0_72_con1_22_flip0_sha1_09_col0_56_Training_12072300_jpg.jpg
data\augmentation\flip0_no1_28_rot20_col1_02_con1_43_sha1_35_Training_12072300_jpg.jpg,happy,flip0_no1_28_rot20_col1_02_con1_43_sha1_35_Training_12072300_jpg.jpg
data\cleanedData\happy\Training_55634232.jpg,happy,Training_55634232.jpg
data\augmentation\flip0_no0_83_rot-22_bri0_64_con1_09_Training_55634232_jpg.jpg,happy,flip0_no0_83_rot-22_bri0_64_con1_09_Training_55634232_jpg.jpg
data\augmentation\no1_06_bri1_31_sha1_03_flip0_rot14_col1_39_Training_55634232_jpg.jpg,happy,no1_06_bri1_31_sha1_03_flip0_rot14_col1_39_Training_55634232_jpg.jpg
data\cleanedData\happy\Training_79484871.jpg,happy,Training_79484871.jpg
data\augmentation\bri1_45_Training_79484871_jpg.jpg,happy,bri1_45_Training_79484871_jpg.jpg
data\augmentation\con1_4_flip0_bri1_13_no0_88_Training_79484871_jpg.jpg,happy,con1_4_flip0_bri1_13_no0_88_Training_79484871_jpg.jpg
data\cleanedData\happy\Training_34930888.jpg,happy,Training_34930888.jpg
data\augmentation\no1_16_Training_34930888_jpg.jpg,happy,no1_16_Training_34930888_jpg.jpg
data\augmentation\bri0_9_rot21_no0_67_Training_34930888_jpg.jpg,happy,bri0_9_rot21_no0_67_Training_34930888_jpg.jpg
data\cleanedData\happy\Training_17881962.jpg,happy,Training_17881962.jpg
data\augmentation\rot2_sha0_97_no0_89_flip0_con0_62_bri0_54_col1_34_Training_17881962_jpg.jpg,happy,rot2_sha0_97_no0_89_flip0_con0_62_bri0_54_col1_34_Training_17881962_jpg.jpg
data\augmentation\sha1_46_con0_72_col1_04_Training_17881962_jpg.jpg,happy,sha1_46_con0_72_col1_04_Training_17881962_jpg.jpg
data\cleanedData\happy\Training_75330103.jpg,happy,Training_75330103.jpg
data\augmentation\flip0_col0_83_sha0_91_con1_13_bri1_0_Training_75330103_jpg.jpg,happy,flip0_col0_83_sha0_91_con1_13_bri1_0_Training_75330103_jpg.jpg
data\augmentation\no1_39_flip0_con0_99_bri1_05_rot10_Training_75330103_jpg.jpg,happy,no1_39_flip0_con0_99_bri1_05_rot10_Training_75330103_jpg.jpg
data\cleanedData\happy\Training_89635895.jpg,happy,Training_89635895.jpg
data\augmentation\bri1_33_con1_14_sha0_92_flip0_Training_89635895_jpg.jpg,happy,bri1_33_con1_14_sha0_92_flip0_Training_89635895_jpg.jpg
data\augmentation\con1_34_col1_0_rot20_flip0_no1_16_Training_89635895_jpg.jpg,happy,con1_34_col1_0_rot20_flip0_no1_16_Training_89635895_jpg.jpg
data\cleanedData\happy\Training_16153564.jpg,happy,Training_16153564.jpg
data\augmentation\col1_17_con1_22_bri1_28_no1_49_rot29_Training_16153564_jpg.jpg,happy,col1_17_con1_22_bri1_28_no1_49_rot29_Training_16153564_jpg.jpg
data\augmentation\no0_94_rot-4_sha1_22_flip0_con0_86_bri0_86_col0_83_Training_16153564_jpg.jpg,happy,no0_94_rot-4_sha1_22_flip0_con0_86_bri0_86_col0_83_Training_16153564_jpg.jpg
data\cleanedData\happy\Training_24306769.jpg,happy,Training_24306769.jpg
data\augmentation\col1_26_rot-18_sha1_44_no0_55_flip0_Training_24306769_jpg.jpg,happy,col1_26_rot-18_sha1_44_no0_55_flip0_Training_24306769_jpg.jpg
data\augmentation\flip0_rot9_Training_24306769_jpg.jpg,happy,flip0_rot9_Training_24306769_jpg.jpg
data\cleanedData\happy\Training_49711278.jpg,happy,Training_49711278.jpg
data\augmentation\con0_76_col0_9_flip0_bri1_04_sha0_98_Training_49711278_jpg.jpg,happy,con0_76_col0_9_flip0_bri1_04_sha0_98_Training_49711278_jpg.jpg
data\augmentation\rot-11_Training_49711278_jpg.jpg,happy,rot-11_Training_49711278_jpg.jpg
data\cleanedData\happy\Training_14014869.jpg,happy,Training_14014869.jpg
data\augmentation\bri1_48_col0_65_flip0_sha0_69_Training_14014869_jpg.jpg,happy,bri1_48_col0_65_flip0_sha0_69_Training_14014869_jpg.jpg
data\augmentation\flip0_Training_14014869_jpg.jpg,happy,flip0_Training_14014869_jpg.jpg
data\cleanedData\happy\Training_21655309.jpg,happy,Training_21655309.jpg
data\augmentation\col0_93_no1_05_flip0_con0_56_bri0_83_rot2_sha1_25_Training_21655309_jpg.jpg,happy,col0_93_no1_05_flip0_con0_56_bri0_83_rot2_sha1_25_Training_21655309_jpg.jpg
data\augmentation\rot-25_con0_59_flip0_sha1_39_no0_61_bri0_95_Training_21655309_jpg.jpg,happy,rot-25_con0_59_flip0_sha1_39_no0_61_bri0_95_Training_21655309_jpg.jpg
data\cleanedData\happy\PublicTest_83758530.jpg,happy,PublicTest_83758530.jpg
data\augmentation\flip0_PublicTest_83758530_jpg.jpg,happy,flip0_PublicTest_83758530_jpg.jpg
data\augmentation\flip0_con1_04_no0_54_PublicTest_83758530_jpg.jpg,happy,flip0_con1_04_no0_54_PublicTest_83758530_jpg.jpg
data\cleanedData\happy\Training_88187627.jpg,happy,Training_88187627.jpg
data\augmentation\sha0_59_Training_88187627_jpg.jpg,happy,sha0_59_Training_88187627_jpg.jpg
data\augmentation\bri1_39_no0_69_flip0_col1_23_con1_07_Training_88187627_jpg.jpg,happy,bri1_39_no0_69_flip0_col1_23_con1_07_Training_88187627_jpg.jpg
data\cleanedData\happy\Training_88024771.jpg,happy,Training_88024771.jpg
data\augmentation\sha1_01_rot22_flip0_Training_88024771_jpg.jpg,happy,sha1_01_rot22_flip0_Training_88024771_jpg.jpg
data\augmentation\col1_48_bri0_6_con0_78_Training_88024771_jpg.jpg,happy,col1_48_bri0_6_con0_78_Training_88024771_jpg.jpg
data\cleanedData\happy\Training_9569358.jpg,happy,Training_9569358.jpg
data\augmentation\sha1_37_con0_99_col0_56_flip0_rot29_no1_1_bri0_51_Training_9569358_jpg.jpg,happy,sha1_37_con0_99_col0_56_flip0_rot29_no1_1_bri0_51_Training_9569358_jpg.jpg
data\augmentation\sha1_31_con0_6_col0_76_rot-20_flip0_no0_62_Training_9569358_jpg.jpg,happy,sha1_31_con0_6_col0_76_rot-20_flip0_no0_62_Training_9569358_jpg.jpg
data\cleanedData\happy\Training_40223311.jpg,happy,Training_40223311.jpg
data\augmentation\rot-9_flip0_Training_40223311_jpg.jpg,happy,rot-9_flip0_Training_40223311_jpg.jpg
data\augmentation\no1_29_bri1_2_con0_53_rot2_sha1_35_Training_40223311_jpg.jpg,happy,no1_29_bri1_2_con0_53_rot2_sha1_35_Training_40223311_jpg.jpg
data\cleanedData\happy\Training_76806381.jpg,happy,Training_76806381.jpg
data\augmentation\sha1_48_Training_76806381_jpg.jpg,happy,sha1_48_Training_76806381_jpg.jpg
data\augmentation\no1_3_Training_76806381_jpg.jpg,happy,no1_3_Training_76806381_jpg.jpg
data\cleanedData\happy\Training_36111460.jpg,happy,Training_36111460.jpg
data\augmentation\col0_99_rot23_no0_87_flip0_Training_36111460_jpg.jpg,happy,col0_99_rot23_no0_87_flip0_Training_36111460_jpg.jpg
data\augmentation\flip0_bri0_76_rot-7_con1_32_col0_96_sha1_08_no1_46_Training_36111460_jpg.jpg,happy,flip0_bri0_76_rot-7_con1_32_col0_96_sha1_08_no1_46_Training_36111460_jpg.jpg
data\cleanedData\happy\PrivateTest_41502047.jpg,happy,PrivateTest_41502047.jpg
data\augmentation\col0_94_rot-9_con0_88_bri1_47_sha0_75_no0_68_flip0_PrivateTest_41502047_jpg.jpg,happy,col0_94_rot-9_con0_88_bri1_47_sha0_75_no0_68_flip0_PrivateTest_41502047_jpg.jpg
data\augmentation\rot-25_sha0_88_col0_63_con0_91_no0_78_PrivateTest_41502047_jpg.jpg,happy,rot-25_sha0_88_col0_63_con0_91_no0_78_PrivateTest_41502047_jpg.jpg
data\cleanedData\happy\Training_34591674.jpg,happy,Training_34591674.jpg
data\augmentation\no0_97_col1_29_sha1_07_rot-5_bri1_24_flip0_Training_34591674_jpg.jpg,happy,no0_97_col1_29_sha1_07_rot-5_bri1_24_flip0_Training_34591674_jpg.jpg
data\augmentation\bri0_57_sha0_91_rot30_col1_3_flip0_con0_97_Training_34591674_jpg.jpg,happy,bri0_57_sha0_91_rot30_col1_3_flip0_con0_97_Training_34591674_jpg.jpg
data\cleanedData\happy\Training_48099931.jpg,happy,Training_48099931.jpg
data\augmentation\rot8_bri1_5_no0_75_Training_48099931_jpg.jpg,happy,rot8_bri1_5_no0_75_Training_48099931_jpg.jpg
data\augmentation\con1_33_rot-29_Training_48099931_jpg.jpg,happy,con1_33_rot-29_Training_48099931_jpg.jpg
data\cleanedData\happy\PublicTest_84477627.jpg,happy,PublicTest_84477627.jpg
data\augmentation\sha1_48_rot-6_flip0_col1_12_bri0_53_con1_33_PublicTest_84477627_jpg.jpg,happy,sha1_48_rot-6_flip0_col1_12_bri0_53_con1_33_PublicTest_84477627_jpg.jpg
data\augmentation\no0_9_col0_64_flip0_rot13_bri0_77_sha1_46_PublicTest_84477627_jpg.jpg,happy,no0_9_col0_64_flip0_rot13_bri0_77_sha1_46_PublicTest_84477627_jpg.jpg
data\cleanedData\happy\Training_18957136.jpg,happy,Training_18957136.jpg
data\augmentation\no1_31_rot-3_flip0_col1_39_con1_18_Training_18957136_jpg.jpg,happy,no1_31_rot-3_flip0_col1_39_con1_18_Training_18957136_jpg.jpg
data\augmentation\col1_27_con1_35_no1_32_sha0_6_flip0_bri1_12_rot-19_Training_18957136_jpg.jpg,happy,col1_27_con1_35_no1_32_sha0_6_flip0_bri1_12_rot-19_Training_18957136_jpg.jpg
data\cleanedData\happy\PrivateTest_82741933.jpg,happy,PrivateTest_82741933.jpg
data\augmentation\no0_69_bri0_54_sha0_7_con0_67_rot-4_flip0_PrivateTest_82741933_jpg.jpg,happy,no0_69_bri0_54_sha0_7_con0_67_rot-4_flip0_PrivateTest_82741933_jpg.jpg
data\augmentation\rot18_sha1_13_bri0_53_PrivateTest_82741933_jpg.jpg,happy,rot18_sha1_13_bri0_53_PrivateTest_82741933_jpg.jpg
data\cleanedData\happy\PrivateTest_81247485.jpg,happy,PrivateTest_81247485.jpg
data\augmentation\flip0_rot-30_col0_63_sha0_8_bri1_35_no1_01_con1_37_PrivateTest_81247485_jpg.jpg,happy,flip0_rot-30_col0_63_sha0_8_bri1_35_no1_01_con1_37_PrivateTest_81247485_jpg.jpg
data\augmentation\con0_6_PrivateTest_81247485_jpg.jpg,happy,con0_6_PrivateTest_81247485_jpg.jpg
data\cleanedData\happy\Training_30903559.jpg,happy,Training_30903559.jpg
data\augmentation\sha1_25_con1_25_Training_30903559_jpg.jpg,happy,sha1_25_con1_25_Training_30903559_jpg.jpg
data\augmentation\no1_11_rot-1_bri1_13_Training_30903559_jpg.jpg,happy,no1_11_rot-1_bri1_13_Training_30903559_jpg.jpg
data\cleanedData\happy\Training_24865779.jpg,happy,Training_24865779.jpg
data\augmentation\bri0_66_Training_24865779_jpg.jpg,happy,bri0_66_Training_24865779_jpg.jpg
data\augmentation\no0_64_col0_8_sha1_2_con1_4_rot4_bri1_22_Training_24865779_jpg.jpg,happy,no0_64_col0_8_sha1_2_con1_4_rot4_bri1_22_Training_24865779_jpg.jpg
data\cleanedData\happy\Training_3549215.jpg,happy,Training_3549215.jpg
data\augmentation\bri0_96_Training_3549215_jpg.jpg,happy,bri0_96_Training_3549215_jpg.jpg
data\augmentation\sha1_09_bri1_4_no1_11_rot-7_flip0_Training_3549215_jpg.jpg,happy,sha1_09_bri1_4_no1_11_rot-7_flip0_Training_3549215_jpg.jpg
data\cleanedData\happy\Training_79646116.jpg,happy,Training_79646116.jpg
data\augmentation\sha0_85_con0_56_rot-29_col1_5_bri0_71_Training_79646116_jpg.jpg,happy,sha0_85_con0_56_rot-29_col1_5_bri0_71_Training_79646116_jpg.jpg
data\augmentation\sha1_05_Training_79646116_jpg.jpg,happy,sha1_05_Training_79646116_jpg.jpg
data\cleanedData\happy\PrivateTest_78076860.jpg,happy,PrivateTest_78076860.jpg
data\augmentation\sha1_47_flip0_col0_93_bri1_41_PrivateTest_78076860_jpg.jpg,happy,sha1_47_flip0_col0_93_bri1_41_PrivateTest_78076860_jpg.jpg
data\augmentation\bri0_92_sha0_88_col0_72_rot12_no1_31_flip0_con0_58_PrivateTest_78076860_jpg.jpg,happy,bri0_92_sha0_88_col0_72_rot12_no1_31_flip0_con0_58_PrivateTest_78076860_jpg.jpg
data\cleanedData\happy\PublicTest_80253726.jpg,happy,PublicTest_80253726.jpg
data\augmentation\bri1_02_flip0_rot8_no0_75_PublicTest_80253726_jpg.jpg,happy,bri1_02_flip0_rot8_no0_75_PublicTest_80253726_jpg.jpg
data\augmentation\con0_58_no1_2_rot0_col0_6_sha1_02_flip0_PublicTest_80253726_jpg.jpg,happy,con0_58_no1_2_rot0_col0_6_sha1_02_flip0_PublicTest_80253726_jpg.jpg
data\cleanedData\happy\Training_67819810.jpg,happy,Training_67819810.jpg
data\augmentation\bri0_77_sha0_52_Training_67819810_jpg.jpg,happy,bri0_77_sha0_52_Training_67819810_jpg.jpg
data\augmentation\col1_27_no1_06_flip0_bri1_12_con1_48_Training_67819810_jpg.jpg,happy,col1_27_no1_06_flip0_bri1_12_con1_48_Training_67819810_jpg.jpg
data\cleanedData\happy\PrivateTest_27430217.jpg,happy,PrivateTest_27430217.jpg
data\augmentation\bri0_89_flip0_no0_75_con0_82_col0_6_sha1_26_PrivateTest_27430217_jpg.jpg,happy,bri0_89_flip0_no0_75_con0_82_col0_6_sha1_26_PrivateTest_27430217_jpg.jpg
data\augmentation\rot-5_PrivateTest_27430217_jpg.jpg,happy,rot-5_PrivateTest_27430217_jpg.jpg
data\cleanedData\happy\Training_64212299.jpg,happy,Training_64212299.jpg
data\augmentation\con0_85_rot24_bri0_61_flip0_sha1_26_col0_6_no0_81_Training_64212299_jpg.jpg,happy,con0_85_rot24_bri0_61_flip0_sha1_26_col0_6_no0_81_Training_64212299_jpg.jpg
data\augmentation\no0_58_Training_64212299_jpg.jpg,happy,no0_58_Training_64212299_jpg.jpg
data\cleanedData\happy\Training_84901872.jpg,happy,Training_84901872.jpg
data\augmentation\bri1_14_Training_84901872_jpg.jpg,happy,bri1_14_Training_84901872_jpg.jpg
data\augmentation\bri1_22_rot7_Training_84901872_jpg.jpg,happy,bri1_22_rot7_Training_84901872_jpg.jpg
data\cleanedData\happy\Training_20991225.jpg,happy,Training_20991225.jpg
data\augmentation\bri0_73_rot-24_no1_08_col1_45_flip0_Training_20991225_jpg.jpg,happy,bri0_73_rot-24_no1_08_col1_45_flip0_Training_20991225_jpg.jpg
data\augmentation\sha1_35_flip0_rot-24_Training_20991225_jpg.jpg,happy,sha1_35_flip0_rot-24_Training_20991225_jpg.jpg
data\cleanedData\happy\Training_26069358.jpg,happy,Training_26069358.jpg
data\augmentation\bri0_54_rot19_Training_26069358_jpg.jpg,happy,bri0_54_rot19_Training_26069358_jpg.jpg
