Image Path,Correct Label,Predicted Label
image_468,2,neutral
image_469,0,angry
image_470,0,happy
image_471,0,happy
image_472,0,happy
image_473,0,happy
image_474,2,neutral
image_475,2,neutral
image_476,0,happy
image_477,2,neutral
image_478,2,neutral
image_479,0,happy
image_480,0,happy
image_481,0,happy
image_482,0,happy
image_483,0,happy
image_484,2,neutral
image_485,0,happy
image_486,2,happy
image_487,2,neutral
image_488,2,neutral
image_489,1,angry
image_490,2,happy
image_491,0,neutral
image_492,1,angry
image_493,0,happy
image_494,0,happy
image_495,0,neutral
image_496,0,happy
image_497,0,happy
image_498,0,happy
image_499,2,angry
image_500,0,happy
image_501,1,neutral
image_502,0,happy
image_503,1,neutral
image_504,2,engaged
image_505,0,happy
image_506,0,happy
image_507,1,happy
image_508,1,angry
image_509,1,angry
image_510,1,angry
image_511,2,neutral
image_512,1,angry
image_513,1,angry
image_514,2,happy
image_515,2,neutral
image_516,0,angry
image_517,0,happy
image_518,1,angry
image_519,2,neutral
image_520,0,happy
image_521,1,neutral
image_522,1,angry
image_523,1,neutral
image_524,0,neutral
image_525,1,neutral
image_526,0,happy
image_527,1,angry
image_528,0,happy
image_529,0,happy
image_530,1,happy
image_531,0,happy
image_532,2,neutral
image_533,1,angry
image_534,2,angry
image_535,0,happy
image_536,1,neutral
image_537,1,happy
image_538,1,angry
image_539,0,neutral
image_540,0,happy
image_541,1,angry
image_542,2,neutral
image_543,1,neutral
image_544,0,happy
image_545,2,happy
image_546,0,happy
image_547,1,angry
image_548,1,happy
image_549,2,neutral
image_550,1,angry
image_551,0,happy
image_552,1,neutral
image_553,2,neutral
image_554,0,happy
image_555,0,happy
image_556,2,neutral
image_557,1,neutral
image_558,2,neutral
image_559,0,happy
image_560,1,angry
image_561,0,happy
image_562,1,angry
image_563,1,angry
image_564,0,happy
image_565,0,neutral
image_566,2,angry
image_567,0,happy
image_568,2,neutral
image_569,1,neutral
image_570,0,happy
image_571,2,neutral
image_572,0,happy
image_573,0,happy
image_574,1,angry
image_575,2,angry
image_576,1,angry
image_577,0,happy
image_578,2,neutral
image_579,0,happy
image_580,2,neutral
image_581,3,engaged
image_582,1,angry
image_583,1,angry
image_584,2,happy
image_585,0,happy
image_586,0,happy
image_587,2,neutral
image_588,1,neutral
image_589,0,happy
image_590,2,angry
image_591,2,neutral
image_592,0,neutral
image_593,0,neutral
image_594,0,happy
image_595,2,angry
image_596,2,neutral
image_597,2,neutral
image_598,0,happy
image_599,2,angry
image_600,0,angry
image_601,0,happy
image_602,2,happy
image_603,2,neutral
image_604,2,happy
image_605,2,neutral
image_606,0,happy
image_607,2,neutral
image_608,0,happy
image_609,2,neutral
image_610,1,angry
image_611,0,happy
image_612,2,neutral
image_613,1,neutral
image_614,1,neutral
image_615,0,happy
image_616,0,happy
image_617,2,neutral
image_618,2,neutral
image_619,2,neutral
image_620,0,happy
image_621,1,angry
image_622,0,neutral
image_623,1,angry
image_624,3,engaged
image_625,1,angry
image_626,1,angry
image_627,2,neutral
image_628,0,happy
image_629,0,happy
image_630,2,neutral
image_631,1,neutral
image_632,2,neutral
image_633,2,neutral
image_634,2,neutral
image_635,2,neutral
image_636,1,neutral
image_637,0,neutral
image_638,0,happy
image_639,3,engaged
image_640,2,neutral
image_641,2,neutral
image_642,1,neutral
image_643,0,happy
image_644,2,neutral
image_645,2,neutral
image_646,2,neutral
image_647,0,happy
image_648,0,happy
image_649,1,neutral
image_650,0,happy
image_651,2,neutral
image_652,0,happy
image_653,2,neutral
image_654,0,happy
image_655,1,happy
image_656,0,happy
image_657,1,neutral
image_658,1,angry
image_659,2,neutral
image_660,0,happy
image_661,0,happy
image_662,2,neutral
image_663,0,happy
image_664,0,happy
image_665,2,neutral
image_666,2,happy
image_667,2,neutral
image_668,0,angry
image_669,1,happy
image_670,0,happy
image_671,2,neutral
image_672,2,neutral
image_673,2,neutral
image_674,2,neutral
image_675,0,happy
image_676,0,happy
image_677,2,neutral
image_678,3,engaged
image_679,2,angry
image_680,0,neutral
image_681,0,happy
image_682,0,happy
image_683,2,neutral
image_684,0,happy
image_685,0,happy
image_686,1,angry
image_687,1,happy
image_688,0,happy
image_689,0,happy
image_690,2,happy
image_691,0,happy
image_692,1,neutral
image_693,2,happy
image_694,0,happy
image_695,1,angry
image_696,2,happy
image_697,0,happy
image_698,2,neutral
image_699,0,happy
image_700,1,angry
image_701,0,happy
image_702,0,happy
image_703,2,neutral
image_704,0,happy
image_705,0,neutral
image_706,2,neutral
image_707,0,happy
image_708,1,neutral
image_709,0,happy
image_710,1,neutral
image_711,2,happy
image_712,1,angry
image_713,0,happy
image_714,0,happy
image_715,0,happy
image_716,2,neutral
image_717,1,neutral
image_718,2,neutral
image_719,0,neutral
image_720,2,neutral
image_721,1,angry
image_722,1,angry
image_723,2,angry
image_724,0,happy
image_725,1,neutral
image_726,1,neutral
image_727,0,happy
image_728,1,happy
image_729,2,neutral
image_730,1,neutral
image_731,2,angry
image_732,0,happy
image_733,2,neutral
image_734,1,angry
image_735,1,angry
image_736,2,happy
image_737,1,angry
image_738,1,happy
image_739,0,happy
image_740,0,happy
image_741,0,neutral
image_742,2,neutral
image_743,0,happy
image_744,2,neutral
image_745,0,happy
image_746,2,neutral
image_747,0,angry
image_748,0,happy
image_749,0,neutral
image_750,2,neutral
image_751,1,neutral
image_752,0,happy
image_753,0,happy
image_754,2,neutral
image_755,0,happy
image_756,1,angry
image_757,1,angry
image_758,2,happy
image_759,1,angry
image_760,2,neutral
image_761,1,angry
image_762,1,neutral
image_763,0,happy
image_764,1,angry
image_765,0,angry
image_766,0,happy
image_767,2,angry
image_768,2,happy
image_769,2,happy
image_770,1,angry
image_771,2,happy
image_772,2,neutral
image_773,0,neutral
image_774,2,neutral
image_775,1,angry
image_776,1,angry
image_777,0,happy
image_778,0,happy
image_779,2,neutral
image_780,0,happy
image_781,0,engaged
image_782,2,neutral
image_783,0,happy
image_784,1,happy
image_785,0,happy
image_786,0,happy
image_787,1,neutral
image_788,1,angry
image_789,0,happy
image_790,2,angry
image_791,2,neutral
image_792,1,angry
image_793,0,happy
image_794,0,happy
image_795,0,happy
image_796,0,happy
image_797,0,angry
image_798,0,happy
image_799,2,neutral
image_800,2,neutral
image_801,0,happy
image_802,2,neutral
image_803,0,happy
image_804,2,neutral
image_805,0,happy
image_806,1,angry
image_807,0,happy
image_808,0,happy
image_809,0,happy
image_810,0,angry
image_811,0,happy
image_812,0,happy
image_813,1,angry
image_814,2,neutral
image_815,0,happy
image_816,2,angry
image_817,2,happy
image_818,0,happy
image_819,0,happy
image_820,2,neutral
image_821,0,happy
image_822,2,neutral
image_823,2,angry
image_824,2,neutral
image_825,0,happy
image_826,0,happy
image_827,1,angry
image_828,2,neutral
image_829,2,neutral
image_830,1,happy
image_831,1,happy
image_832,2,angry
image_833,1,neutral
image_834,0,happy
image_835,2,neutral
image_836,0,happy
image_837,0,happy
image_838,2,happy
image_839,2,neutral
image_840,0,happy
image_841,0,neutral
image_842,1,neutral
image_843,1,neutral
image_844,0,happy
image_845,0,happy
image_846,0,happy
image_847,0,happy
image_848,0,happy
image_849,0,happy
image_850,0,happy
image_851,2,neutral
image_852,1,happy
image_853,2,neutral
image_854,2,neutral
image_855,1,neutral
image_856,0,happy
image_857,0,happy
image_858,2,neutral
image_859,0,happy
image_860,1,happy
image_861,0,happy
image_862,2,neutral
image_863,1,neutral
image_864,2,angry
image_865,2,neutral
image_866,1,neutral
image_867,2,neutral
image_868,2,angry
image_869,0,happy
image_870,2,happy
image_871,0,happy
image_872,0,happy
image_873,0,happy
image_874,0,happy
image_875,2,neutral
image_876,2,neutral
image_877,2,neutral
image_878,2,neutral
image_879,0,happy
image_880,1,angry
image_881,0,happy
image_882,2,angry
image_883,0,happy
image_884,1,angry
image_885,1,angry
image_886,0,happy
image_887,0,angry
image_888,1,angry
image_889,2,neutral
image_890,0,happy
image_891,2,neutral
image_892,1,happy
image_893,0,happy
image_894,1,neutral
image_895,2,neutral
image_896,2,neutral
image_897,1,happy
image_898,0,happy
image_899,0,happy
image_900,0,happy
image_901,2,happy
image_902,1,angry
image_903,2,neutral
image_904,0,angry
image_905,2,neutral
image_906,1,angry
image_907,2,neutral
image_908,2,neutral
image_909,3,engaged
image_910,2,neutral
image_911,2,happy
image_912,0,happy
image_913,1,neutral
image_914,2,neutral
image_915,0,happy
image_916,0,happy
image_917,1,happy
image_918,2,neutral
image_919,2,happy
image_920,0,angry
image_921,1,angry
image_922,3,engaged
image_923,0,happy
image_924,0,happy
image_925,2,neutral
image_926,0,happy
image_927,2,neutral
image_928,0,happy
image_929,1,angry
image_930,1,angry
image_931,1,angry
image_932,2,neutral
image_933,0,happy
image_934,1,angry
image_935,2,happy
image_936,1,neutral
image_937,2,neutral
image_938,2,neutral
image_939,0,angry
image_940,1,angry
image_941,0,happy
image_942,3,engaged
image_943,2,angry
image_944,2,neutral
image_945,0,neutral
image_946,1,happy
image_947,0,angry
image_948,0,happy
image_949,1,neutral
image_950,0,happy
image_951,0,happy
image_952,2,neutral
image_953,1,angry
image_954,0,happy
image_955,3,engaged
image_956,2,neutral
image_957,0,happy
image_958,3,engaged
image_959,1,happy
image_960,0,happy
image_961,0,happy
image_962,0,neutral
image_963,0,happy
image_964,0,happy
image_965,2,neutral
image_966,1,angry
image_967,0,happy
image_968,2,happy
image_969,2,neutral
image_970,0,happy
image_971,0,happy
image_972,0,happy
image_973,1,neutral
image_974,2,neutral
image_975,0,happy
image_976,0,neutral
image_977,2,neutral
image_978,0,happy
image_979,1,neutral
image_980,2,neutral
image_981,0,happy
image_982,0,happy
image_983,3,engaged
image_984,2,neutral
image_985,0,neutral
image_986,0,happy
image_987,1,neutral
image_988,0,happy
image_989,0,happy
image_990,0,neutral
image_991,0,happy
image_992,2,neutral
image_993,0,happy
image_994,1,angry
image_995,2,neutral
image_996,2,neutral
image_997,0,happy
image_998,0,happy
image_999,2,neutral
image_1000,2,neutral
image_1001,0,happy
image_1002,0,happy
image_1003,0,happy
image_1004,3,engaged
image_1005,2,angry
image_1006,1,angry
image_1007,1,angry
image_1008,2,neutral
image_1009,0,happy
image_1010,0,neutral
image_1011,1,neutral
image_1012,0,happy
image_1013,1,angry
image_1014,2,angry
image_1015,0,happy
image_1016,1,neutral
image_1017,2,angry
image_1018,1,angry
image_1019,1,angry
image_1020,0,happy
image_1021,0,happy
image_1022,1,happy
image_1023,0,happy
image_1024,2,neutral
image_1025,2,neutral
image_1026,0,happy
image_1027,2,neutral
image_1028,0,happy
image_1029,0,angry
image_1030,1,angry
image_1031,1,angry
image_1032,0,happy
image_1033,1,angry
image_1034,3,engaged
image_1035,0,happy
image_1036,0,neutral
image_1037,1,angry
image_1038,1,happy
image_1039,0,happy
image_1040,0,happy
image_1041,0,happy
image_1042,0,happy
image_1043,0,neutral
image_1044,0,happy
image_1045,1,angry
image_1046,0,happy
image_1047,1,angry
image_1048,0,happy
image_1049,1,angry
image_1050,1,happy
image_1051,1,neutral
image_1052,0,happy
image_1053,2,neutral
image_1054,0,happy
image_1055,0,happy
image_1056,0,angry
image_1057,0,happy
image_1058,1,angry
image_1059,0,happy
image_1060,1,angry
image_1061,1,neutral
image_1062,1,neutral
image_1063,0,happy
image_1064,0,happy
image_1065,1,angry
image_1066,2,neutral
image_1067,0,happy
image_1068,0,happy
image_1069,0,happy
image_1070,0,happy
image_1071,2,neutral
image_1072,1,angry
image_1073,0,happy
image_1074,1,angry
image_1075,1,angry
image_1076,0,angry
image_1077,1,angry
image_1078,2,angry
image_1079,0,happy
image_1080,0,angry
image_1081,1,angry
image_1082,0,neutral
image_1083,0,happy
image_1084,0,neutral
image_1085,1,angry
image_1086,2,happy
image_1087,2,neutral
image_1088,2,happy
image_1089,1,neutral
image_1090,2,neutral
image_1091,2,neutral
image_1092,2,neutral
image_1093,2,neutral
image_1094,2,happy
image_1095,0,happy
image_1096,0,happy
image_1097,0,happy
image_1098,0,happy
image_1099,2,neutral
image_1100,0,happy
image_1101,3,engaged
image_1102,0,happy
image_1103,0,happy
image_1104,2,neutral
image_1105,0,happy
image_1106,2,angry
image_1107,0,happy
image_1108,0,happy
image_1109,2,happy
image_1110,2,happy
image_1111,0,happy
image_1112,2,neutral
image_1113,2,neutral
image_1114,1,neutral
image_1115,1,neutral
image_1116,0,happy
image_1117,2,neutral
image_1118,0,happy
image_1119,0,happy
image_1120,2,neutral
image_1121,2,neutral
image_1122,0,happy
image_1123,0,happy
image_1124,1,neutral
image_1125,2,neutral
image_1126,0,happy
image_1127,0,neutral
image_1128,0,happy
image_1129,2,neutral
image_1130,1,angry
image_1131,2,neutral
image_1132,0,happy
image_1133,0,happy
image_1134,0,happy
image_1135,1,happy
image_1136,0,happy
image_1137,2,neutral
image_1138,2,neutral
image_1139,0,neutral
image_1140,0,happy
image_1141,0,happy
image_1142,2,neutral
image_1143,1,angry
image_1144,0,happy
image_1145,2,happy
image_1146,1,angry
image_1147,1,angry
image_1148,2,angry
image_1149,2,neutral
image_1150,0,happy
image_1151,2,neutral
image_1152,0,happy
image_1153,0,happy
image_1154,2,neutral
image_1155,2,happy
image_1156,1,angry
image_1157,0,happy
image_1158,1,neutral
image_1159,2,neutral
image_1160,2,neutral
image_1161,0,happy
image_1162,2,happy
image_1163,0,happy
image_1164,1,angry
image_1165,0,angry
image_1166,1,happy
image_1167,0,happy
image_1168,1,angry
image_1169,0,happy
image_1170,2,neutral
image_1171,0,happy
image_1172,0,happy
image_1173,0,happy
image_1174,0,happy
image_1175,0,happy
image_1176,0,happy
image_1177,2,angry
image_1178,3,engaged
image_1179,0,neutral
image_1180,2,angry
image_1181,1,angry
image_1182,1,angry
image_1183,0,happy
image_1184,1,angry
image_1185,2,angry
image_1186,0,happy
image_1187,1,angry
image_1188,0,happy
image_1189,1,angry
image_1190,0,neutral
image_1191,2,neutral
image_1192,0,happy
image_1193,0,happy
image_1194,0,happy
image_1195,2,neutral
image_1196,2,happy
image_1197,0,happy
image_1198,0,neutral
image_1199,1,neutral
image_1200,3,engaged
image_1201,0,happy
image_1202,2,happy
image_1203,0,happy
image_1204,0,happy
image_1205,0,happy
image_1206,0,happy
image_1207,0,neutral
image_1208,2,neutral
image_1209,1,angry
image_1210,2,neutral
image_1211,2,angry
image_1212,0,happy
image_1213,1,angry
image_1214,1,angry
image_1215,0,happy
image_1216,0,neutral
image_1217,1,angry
image_1218,2,neutral
image_1219,2,neutral
image_1220,2,happy
image_1221,0,neutral
image_1222,0,neutral
image_1223,0,happy
image_1224,0,happy
image_1225,2,neutral
image_1226,2,neutral
image_1227,0,happy
image_1228,0,angry
image_1229,0,happy
image_1230,2,engaged
image_1231,0,angry
image_1232,0,happy
image_1233,1,angry
image_1234,2,neutral
image_1235,2,neutral
image_1236,2,neutral
image_1237,0,happy
image_1238,0,angry
image_1239,2,neutral
image_1240,1,neutral
image_1241,1,neutral
image_1242,2,angry
image_1243,1,angry
image_1244,0,happy
image_1245,1,happy
image_1246,1,neutral
image_1247,1,angry
image_1248,0,happy
image_1249,2,angry
image_1250,0,neutral
image_1251,1,angry
image_1252,2,happy
image_1253,2,neutral
image_1254,2,happy
image_1255,0,happy
image_1256,0,happy
image_1257,2,neutral
image_1258,1,happy
image_1259,2,neutral
image_1260,2,happy
image_1261,2,neutral
image_1262,1,angry
image_1263,0,happy
image_1264,0,happy
image_1265,1,neutral
image_1266,2,neutral
image_1267,1,angry
image_1268,0,happy
image_1269,2,angry
image_1270,0,happy
image_1271,2,angry
image_1272,0,happy
image_1273,2,neutral
image_1274,1,angry
image_1275,2,neutral
image_1276,2,neutral
image_1277,0,happy
image_1278,0,happy
image_1279,0,happy
image_1280,0,happy
image_1281,0,happy
image_1282,1,angry
image_1283,0,happy
image_1284,1,happy
image_1285,0,happy
image_1286,1,neutral
image_1287,0,happy
image_1288,2,neutral
image_1289,2,happy
image_1290,0,happy
image_1291,1,angry
image_1292,2,neutral
image_1293,1,angry
image_1294,0,neutral
image_1295,1,angry
image_1296,2,angry
image_1297,0,happy
image_1298,0,happy
image_1299,0,happy
image_1300,0,happy
image_1301,0,happy
image_1302,2,neutral
image_1303,1,angry
image_1304,0,happy
image_1305,2,neutral
image_1306,2,angry
image_1307,0,happy
image_1308,2,angry
image_1309,2,neutral
image_1310,0,happy
image_1311,0,happy
image_1312,0,happy
image_1313,0,happy
image_1314,0,happy
image_1315,2,angry
image_1316,0,happy
image_1317,1,happy
image_1318,1,angry
image_1319,1,angry
image_1320,2,neutral
image_1321,0,happy
image_1322,1,neutral
image_1323,0,happy
image_1324,0,angry
image_1325,2,neutral
image_1326,2,neutral
image_1327,2,neutral
image_1328,0,happy
image_1329,0,happy
image_1330,1,neutral
image_1331,0,happy
image_1332,2,neutral
image_1333,0,happy
image_1334,2,neutral
image_1335,0,happy
image_1336,2,neutral
image_1337,0,happy
image_1338,1,angry
image_1339,2,angry
image_1340,0,happy
image_1341,2,angry
image_1342,2,angry
image_1343,2,neutral
image_1344,2,neutral
image_1345,2,happy
image_1346,0,happy
image_1347,0,neutral
image_1348,2,neutral
image_1349,3,engaged
image_1350,0,happy
image_1351,1,angry
image_1352,1,angry
image_1353,2,neutral
image_1354,0,happy
image_1355,2,neutral
image_1356,1,angry
image_1357,2,neutral
image_1358,0,happy
image_1359,2,neutral
image_1360,3,engaged
image_1361,0,happy
image_1362,1,angry
image_1363,1,angry
image_1364,0,happy
image_1365,1,angry
image_1366,2,neutral
image_1367,0,happy
image_1368,2,neutral
image_1369,0,happy
image_1370,0,happy
image_1371,1,angry
image_1372,0,happy
image_1373,1,angry
image_1374,2,neutral
image_1375,1,angry
image_1376,0,happy
image_1377,3,engaged
image_1378,0,happy
image_1379,2,neutral
image_1380,1,neutral
image_1381,1,angry
image_1382,0,happy
image_1383,1,angry
image_1384,0,happy
image_1385,0,happy
image_1386,3,engaged
image_1387,0,happy
image_1388,1,neutral
image_1389,3,engaged
image_1390,1,angry
image_1391,0,happy
image_1392,0,happy
image_1393,1,angry
image_1394,0,happy
image_1395,1,angry
image_1396,2,neutral
image_1397,2,neutral
image_1398,0,happy
image_1399,2,happy
image_1400,0,happy
image_1401,1,angry
image_1402,0,happy
image_1403,0,happy
image_1404,2,angry
image_1405,0,happy
image_1406,2,neutral
image_1407,2,neutral
image_1408,0,happy
image_1409,2,happy
image_1410,3,engaged
image_1411,3,engaged
image_1412,3,engaged
image_1413,1,angry
image_1414,1,neutral
image_1415,3,engaged
image_1416,2,neutral
image_1417,2,neutral
image_1418,1,angry
image_1419,2,angry
image_1420,0,happy
image_1421,1,angry
image_1422,2,neutral
image_1423,0,neutral
image_1424,2,angry
image_1425,0,happy
image_1426,0,happy
image_1427,0,happy
image_1428,1,angry
image_1429,1,neutral
image_1430,2,happy
image_1431,1,angry
image_1432,0,happy
image_1433,0,happy
image_1434,0,happy
image_1435,0,happy
image_1436,0,happy
image_1437,2,neutral
image_1438,0,happy
image_1439,0,happy
image_1440,1,angry
image_1441,3,engaged
image_1442,0,happy
image_1443,0,neutral
image_1444,0,happy
