Path,Label
data\cleanedData\happy\Training_48451443.jpg,happy
data\cleanedData\happy\Training_39506014.jpg,happy
data\cleanedData\happy\Training_30366116.jpg,happy
data\cleanedData\happy\Training_94248483.jpg,happy
data\cleanedData\happy\Training_60950389.jpg,happy
data\cleanedData\happy\Training_31311280.jpg,happy
data\cleanedData\happy\Training_68236317.jpg,happy
data\cleanedData\happy\PrivateTest_12052491.jpg,happy
data\cleanedData\happy\PrivateTest_34104108.jpg,happy
data\cleanedData\happy\Training_91304897.jpg,happy
data\cleanedData\happy\Training_9066796.jpg,happy
data\cleanedData\happy\Training_92805896.jpg,happy
data\cleanedData\happy\Training_90614966.jpg,happy
data\cleanedData\happy\Training_51235812.jpg,happy
data\cleanedData\happy\Training_52865080.jpg,happy
data\cleanedData\happy\PrivateTest_98662353.jpg,happy
data\cleanedData\happy\PrivateTest_67493989.jpg,happy
data\cleanedData\happy\Training_11546384.jpg,happy
data\cleanedData\happy\Training_526145.jpg,happy
data\cleanedData\happy\PublicTest_81846677.jpg,happy
data\cleanedData\happy\Training_54294463.jpg,happy
data\cleanedData\happy\Training_60859368.jpg,happy
data\cleanedData\happy\Training_12713631.jpg,happy
data\cleanedData\happy\Training_65138035.jpg,happy
data\cleanedData\happy\PrivateTest_97281624.jpg,happy
data\cleanedData\happy\PrivateTest_33854238.jpg,happy
data\cleanedData\happy\PrivateTest_14530913.jpg,happy
data\cleanedData\happy\Training_62110226.jpg,happy
data\cleanedData\happy\Training_65972737.jpg,happy
data\cleanedData\happy\Training_6116440.jpg,happy
data\cleanedData\happy\PublicTest_34920736.jpg,happy
data\cleanedData\happy\Training_99605415.jpg,happy
data\cleanedData\happy\Training_45277888.jpg,happy
data\cleanedData\happy\Training_68102525.jpg,happy
data\cleanedData\happy\PrivateTest_41307619.jpg,happy
data\cleanedData\happy\Training_51844933.jpg,happy
data\cleanedData\happy\PublicTest_51214990.jpg,happy
data\cleanedData\happy\PrivateTest_20212302.jpg,happy
data\cleanedData\happy\Training_87422970.jpg,happy
data\cleanedData\happy\Training_42075118.jpg,happy
data\cleanedData\happy\Training_96352117.jpg,happy
data\cleanedData\happy\Training_27677372.jpg,happy
data\cleanedData\happy\Training_93577390.jpg,happy
data\cleanedData\happy\Training_10220224.jpg,happy
data\cleanedData\happy\PublicTest_4325988.jpg,happy
data\cleanedData\happy\PrivateTest_88760955.jpg,happy
data\cleanedData\happy\Training_71466155.jpg,happy
data\cleanedData\happy\Training_74136864.jpg,happy
data\cleanedData\happy\Training_31382599.jpg,happy
data\cleanedData\happy\Training_69745664.jpg,happy
data\cleanedData\happy\Training_1730353.jpg,happy
data\cleanedData\happy\Training_15550634.jpg,happy
data\cleanedData\happy\PublicTest_96527788.jpg,happy
data\cleanedData\happy\Training_89640852.jpg,happy
data\cleanedData\happy\PrivateTest_49810785.jpg,happy
data\cleanedData\happy\Training_53618114.jpg,happy
data\cleanedData\happy\PrivateTest_5329013.jpg,happy
data\cleanedData\happy\Training_57715157.jpg,happy
data\cleanedData\happy\Training_6104239.jpg,happy
data\cleanedData\happy\Training_19623100.jpg,happy
data\cleanedData\happy\Training_29258558.jpg,happy
data\cleanedData\happy\Training_77575993.jpg,happy
data\cleanedData\happy\Training_52346640.jpg,happy
data\cleanedData\happy\Training_65688016.jpg,happy
data\cleanedData\happy\PrivateTest_928647.jpg,happy
data\cleanedData\happy\Training_99787118.jpg,happy
data\cleanedData\happy\Training_6867320.jpg,happy
data\cleanedData\happy\Training_5856270.jpg,happy
data\cleanedData\happy\Training_25303233.jpg,happy
data\cleanedData\happy\Training_13072904.jpg,happy
data\cleanedData\happy\Training_80588498.jpg,happy
data\cleanedData\happy\PublicTest_55888619.jpg,happy
data\cleanedData\happy\Training_25263858.jpg,happy
data\cleanedData\happy\Training_31227043.jpg,happy
data\cleanedData\happy\Training_12075476.jpg,happy
data\cleanedData\happy\PublicTest_61195059.jpg,happy
data\cleanedData\happy\Training_68631160.jpg,happy
data\cleanedData\happy\Training_177442.jpg,happy
data\cleanedData\happy\Training_97117539.jpg,happy
data\cleanedData\happy\Training_92636653.jpg,happy
data\cleanedData\happy\Training_31528441.jpg,happy
data\cleanedData\happy\Training_23711597.jpg,happy
data\cleanedData\happy\Training_64410260.jpg,happy
data\cleanedData\happy\Training_64770278.jpg,happy
data\cleanedData\happy\PublicTest_9795756.jpg,happy
data\cleanedData\happy\Training_43935420.jpg,happy
data\cleanedData\happy\Training_3713251.jpg,happy
data\cleanedData\happy\PublicTest_40930163.jpg,happy
data\cleanedData\happy\PublicTest_40838607.jpg,happy
data\cleanedData\happy\Training_93539289.jpg,happy
data\cleanedData\happy\PublicTest_96596476.jpg,happy
data\cleanedData\happy\Training_21589812.jpg,happy
data\cleanedData\happy\PrivateTest_80479348.jpg,happy
data\cleanedData\happy\PublicTest_71593709.jpg,happy
data\cleanedData\happy\PrivateTest_71636588.jpg,happy
data\cleanedData\happy\Training_63377359.jpg,happy
data\cleanedData\happy\Training_32984457.jpg,happy
data\cleanedData\happy\Training_78321104.jpg,happy
data\cleanedData\happy\PrivateTest_25805516.jpg,happy
data\cleanedData\happy\Training_20064570.jpg,happy
data\cleanedData\happy\PublicTest_85766163.jpg,happy
data\cleanedData\happy\Training_86262748.jpg,happy
data\cleanedData\happy\Training_62442831.jpg,happy
data\cleanedData\happy\Training_26579056.jpg,happy
data\cleanedData\happy\PrivateTest_5108520.jpg,happy
data\cleanedData\happy\Training_30479650.jpg,happy
data\cleanedData\happy\Training_73150492.jpg,happy
data\cleanedData\happy\Training_47917678.jpg,happy
data\cleanedData\happy\Training_53026081.jpg,happy
data\cleanedData\happy\Training_61532877.jpg,happy
data\cleanedData\happy\PrivateTest_54712038.jpg,happy
data\cleanedData\happy\PublicTest_24899551.jpg,happy
data\cleanedData\happy\Training_98390709.jpg,happy
data\cleanedData\happy\Training_31738775.jpg,happy
data\cleanedData\happy\Training_84370387.jpg,happy
data\cleanedData\happy\Training_31588747.jpg,happy
data\cleanedData\happy\Training_40219817.jpg,happy
data\cleanedData\happy\Training_17675277.jpg,happy
data\cleanedData\happy\PublicTest_81973751.jpg,happy
data\cleanedData\happy\Training_97710835.jpg,happy
data\cleanedData\happy\PrivateTest_34192971.jpg,happy
data\cleanedData\happy\Training_25025361.jpg,happy
data\cleanedData\happy\PublicTest_70446845.jpg,happy
data\cleanedData\happy\Training_30956975.jpg,happy
data\cleanedData\happy\Training_61344660.jpg,happy
data\cleanedData\happy\Training_44989481.jpg,happy
data\cleanedData\happy\Training_33491896.jpg,happy
data\cleanedData\happy\Training_73759366.jpg,happy
data\cleanedData\happy\Training_90274698.jpg,happy
data\cleanedData\happy\Training_36016494.jpg,happy
data\cleanedData\happy\Training_54049121.jpg,happy
data\cleanedData\happy\PublicTest_49452096.jpg,happy
data\cleanedData\happy\Training_80931287.jpg,happy
data\cleanedData\happy\Training_99971684.jpg,happy
data\cleanedData\happy\Training_23268023.jpg,happy
data\cleanedData\happy\Training_82399239.jpg,happy
data\cleanedData\happy\Training_29955017.jpg,happy
data\cleanedData\happy\Training_48330282.jpg,happy
data\cleanedData\happy\Training_29689246.jpg,happy
data\cleanedData\happy\PrivateTest_97619865.jpg,happy
data\cleanedData\happy\Training_7058285.jpg,happy
data\cleanedData\happy\Training_51275294.jpg,happy
data\cleanedData\happy\Training_47716624.jpg,happy
data\cleanedData\happy\PublicTest_13888087.jpg,happy
data\cleanedData\happy\Training_79832966.jpg,happy
data\cleanedData\happy\Training_59799366.jpg,happy
data\cleanedData\happy\Training_18189214.jpg,happy
data\cleanedData\happy\Training_16906853.jpg,happy
data\cleanedData\happy\Training_40511838.jpg,happy
data\cleanedData\happy\Training_99590854.jpg,happy
data\cleanedData\happy\Training_78205086.jpg,happy
data\cleanedData\happy\Training_50673586.jpg,happy
data\cleanedData\happy\Training_72328488.jpg,happy
data\cleanedData\happy\Training_3083301.jpg,happy
data\cleanedData\happy\Training_12514490.jpg,happy
data\cleanedData\happy\Training_20656669.jpg,happy
data\cleanedData\happy\PublicTest_55281637.jpg,happy
data\cleanedData\happy\Training_76557019.jpg,happy
data\cleanedData\happy\PrivateTest_32973527.jpg,happy
data\cleanedData\happy\Training_93487051.jpg,happy
data\cleanedData\happy\Training_6608345.jpg,happy
data\cleanedData\happy\Training_84197631.jpg,happy
data\cleanedData\happy\Training_81464344.jpg,happy
data\cleanedData\happy\Training_3705381.jpg,happy
data\cleanedData\happy\Training_25590197.jpg,happy
data\cleanedData\happy\PublicTest_37311642.jpg,happy
data\cleanedData\happy\Training_30215903.jpg,happy
data\cleanedData\happy\Training_37609048.jpg,happy
data\cleanedData\happy\PrivateTest_29389785.jpg,happy
data\cleanedData\happy\Training_47135034.jpg,happy
data\cleanedData\happy\Training_1834898.jpg,happy
data\cleanedData\happy\PrivateTest_39858083.jpg,happy
data\cleanedData\happy\Training_75321044.jpg,happy
data\cleanedData\happy\Training_25830674.jpg,happy
data\cleanedData\happy\Training_61920083.jpg,happy
data\cleanedData\happy\Training_88399527.jpg,happy
data\cleanedData\happy\Training_20350428.jpg,happy
data\cleanedData\happy\PrivateTest_70553471.jpg,happy
data\cleanedData\happy\Training_17900783.jpg,happy
data\cleanedData\happy\Training_66942087.jpg,happy
data\cleanedData\happy\Training_67626163.jpg,happy
data\cleanedData\happy\Training_66690979.jpg,happy
data\cleanedData\happy\Training_67950657.jpg,happy
data\cleanedData\happy\Training_2747775.jpg,happy
data\cleanedData\happy\PrivateTest_42921109.jpg,happy
data\cleanedData\happy\Training_49830552.jpg,happy
data\cleanedData\happy\Training_97434593.jpg,happy
data\cleanedData\happy\Training_93727882.jpg,happy
data\cleanedData\happy\Training_82581464.jpg,happy
data\cleanedData\happy\Training_32693367.jpg,happy
data\cleanedData\happy\Training_77947880.jpg,happy
data\cleanedData\happy\Training_82421765.jpg,happy
data\cleanedData\happy\Training_48718744.jpg,happy
data\cleanedData\happy\Training_7819588.jpg,happy
data\cleanedData\happy\Training_83504339.jpg,happy
data\cleanedData\happy\Training_54635753.jpg,happy
data\cleanedData\happy\Training_19650363.jpg,happy
data\cleanedData\happy\Training_22660362.jpg,happy
data\cleanedData\happy\Training_33468895.jpg,happy
data\cleanedData\happy\Training_66417078.jpg,happy
data\cleanedData\happy\PrivateTest_33607564.jpg,happy
data\cleanedData\happy\Training_25070988.jpg,happy
data\cleanedData\happy\Training_86358964.jpg,happy
data\cleanedData\happy\Training_94370843.jpg,happy
data\cleanedData\happy\Training_51538287.jpg,happy
data\cleanedData\happy\Training_31732224.jpg,happy
data\cleanedData\happy\Training_83425596.jpg,happy
data\cleanedData\happy\Training_87569218.jpg,happy
data\cleanedData\happy\PrivateTest_78066989.jpg,happy
data\cleanedData\happy\Training_27040444.jpg,happy
data\cleanedData\happy\Training_39084146.jpg,happy
data\cleanedData\happy\PublicTest_27142487.jpg,happy
data\cleanedData\happy\Training_21114620.jpg,happy
data\cleanedData\happy\Training_1577302.jpg,happy
data\cleanedData\happy\Training_25740534.jpg,happy
data\cleanedData\happy\Training_42700566.jpg,happy
data\cleanedData\happy\Training_57370285.jpg,happy
data\cleanedData\happy\Training_80485124.jpg,happy
data\cleanedData\happy\Training_87582780.jpg,happy
data\cleanedData\happy\Training_21410769.jpg,happy
data\cleanedData\happy\Training_84227855.jpg,happy
data\cleanedData\happy\PublicTest_51392628.jpg,happy
data\cleanedData\happy\Training_196501.jpg,happy
data\cleanedData\happy\Training_3864728.jpg,happy
data\cleanedData\happy\Training_87372892.jpg,happy
data\cleanedData\happy\Training_3377136.jpg,happy
data\cleanedData\happy\Training_20119338.jpg,happy
data\cleanedData\happy\PublicTest_87921546.jpg,happy
data\cleanedData\happy\PrivateTest_74582740.jpg,happy
data\cleanedData\happy\Training_34638629.jpg,happy
data\cleanedData\happy\Training_61471976.jpg,happy
data\cleanedData\happy\PublicTest_15518721.jpg,happy
data\cleanedData\happy\Training_2896698.jpg,happy
data\cleanedData\happy\Training_85749374.jpg,happy
data\cleanedData\happy\Training_86096897.jpg,happy
data\cleanedData\happy\Training_48971348.jpg,happy
data\cleanedData\happy\PrivateTest_97883091.jpg,happy
data\cleanedData\happy\Training_92445906.jpg,happy
data\cleanedData\happy\Training_9435629.jpg,happy
data\cleanedData\happy\Training_2293129.jpg,happy
data\cleanedData\happy\Training_58036989.jpg,happy
data\cleanedData\happy\Training_90221445.jpg,happy
data\cleanedData\happy\Training_6331460.jpg,happy
data\cleanedData\happy\Training_95730341.jpg,happy
data\cleanedData\happy\Training_36857446.jpg,happy
data\cleanedData\happy\Training_40585892.jpg,happy
data\cleanedData\happy\PrivateTest_29089823.jpg,happy
data\cleanedData\happy\Training_22409797.jpg,happy
data\cleanedData\happy\Training_26550588.jpg,happy
data\cleanedData\happy\Training_64412596.jpg,happy
data\cleanedData\happy\Training_21956275.jpg,happy
data\cleanedData\happy\Training_29991142.jpg,happy
data\cleanedData\happy\Training_15302677.jpg,happy
data\cleanedData\happy\Training_59761437.jpg,happy
data\cleanedData\happy\Training_17775194.jpg,happy
data\cleanedData\happy\PublicTest_52451195.jpg,happy
data\cleanedData\happy\Training_23180058.jpg,happy
data\cleanedData\happy\Training_69103613.jpg,happy
data\cleanedData\happy\Training_93247558.jpg,happy
data\cleanedData\happy\Training_41673993.jpg,happy
data\cleanedData\happy\PrivateTest_60893558.jpg,happy
data\cleanedData\happy\Training_25091944.jpg,happy
data\cleanedData\happy\PrivateTest_11070306.jpg,happy
data\cleanedData\angry\Training_87234323.jpg,angry
data\cleanedData\angry\Training_79342314.jpg,angry
data\cleanedData\angry\Training_33635393.jpg,angry
data\cleanedData\angry\PublicTest_96104154.jpg,angry
data\cleanedData\angry\Training_64214583.jpg,angry
data\cleanedData\angry\Training_21562334.jpg,angry
data\cleanedData\angry\Training_11306820.jpg,angry
data\cleanedData\angry\Training_70026029.jpg,angry
data\cleanedData\angry\Training_7940490.jpg,angry
data\cleanedData\angry\Training_47686150.jpg,angry
data\cleanedData\angry\PrivateTest_62397768.jpg,angry
data\cleanedData\angry\Training_12513174.jpg,angry
data\cleanedData\angry\Training_42672719.jpg,angry
data\cleanedData\angry\Training_18219531.jpg,angry
data\cleanedData\angry\Training_65046519.jpg,angry
data\cleanedData\angry\Training_12409483.jpg,angry
data\cleanedData\angry\Training_21996602.jpg,angry
data\cleanedData\angry\Training_91344014.jpg,angry
data\cleanedData\angry\PrivateTest_91377915.jpg,angry
data\cleanedData\angry\Training_95348359.jpg,angry
data\cleanedData\angry\Training_78494384.jpg,angry
data\cleanedData\angry\Training_11571868.jpg,angry
data\cleanedData\angry\Training_83031163.jpg,angry
data\cleanedData\angry\Training_55916272.jpg,angry
data\cleanedData\angry\Training_2467883.jpg,angry
data\cleanedData\angry\Training_78260987.jpg,angry
data\cleanedData\angry\Training_86151024.jpg,angry
data\cleanedData\angry\Training_18403526.jpg,angry
data\cleanedData\angry\Training_98612653.jpg,angry
data\cleanedData\angry\PublicTest_18682426.jpg,angry
data\cleanedData\angry\Training_29248798.jpg,angry
data\cleanedData\angry\Training_56880866.jpg,angry
data\cleanedData\angry\Training_21078661.jpg,angry
data\cleanedData\angry\Training_28138427.jpg,angry
data\cleanedData\angry\Training_92476417.jpg,angry
data\cleanedData\angry\Training_81508027.jpg,angry
data\cleanedData\angry\Training_80816284.jpg,angry
data\cleanedData\angry\Training_42490058.jpg,angry
data\cleanedData\angry\Training_32085853.jpg,angry
data\cleanedData\angry\Training_90778912.jpg,angry
data\cleanedData\angry\PrivateTest_88826392.jpg,angry
data\cleanedData\angry\Training_61879181.jpg,angry
data\cleanedData\angry\PrivateTest_80005081.jpg,angry
data\cleanedData\angry\Training_16288280.jpg,angry
data\cleanedData\angry\Training_54171715.jpg,angry
data\cleanedData\angry\Training_54688731.jpg,angry
data\cleanedData\angry\Training_68876599.jpg,angry
data\cleanedData\angry\Training_14054767.jpg,angry
data\cleanedData\angry\PrivateTest_68333170.jpg,angry
data\cleanedData\angry\Training_96048601.jpg,angry
data\cleanedData\angry\Training_36898065.jpg,angry
data\cleanedData\angry\Training_15272626.jpg,angry
data\cleanedData\angry\Training_56526162.jpg,angry
data\cleanedData\angry\PublicTest_50664677.jpg,angry
data\cleanedData\angry\PublicTest_98768812.jpg,angry
data\cleanedData\angry\PublicTest_66950868.jpg,angry
data\cleanedData\angry\PublicTest_51080774.jpg,angry
data\cleanedData\angry\PrivateTest_29755784.jpg,angry
data\cleanedData\angry\Training_70272883.jpg,angry
data\cleanedData\angry\PrivateTest_14325168.jpg,angry
data\cleanedData\angry\Training_67404285.jpg,angry
data\cleanedData\angry\PrivateTest_81957564.jpg,angry
data\cleanedData\angry\PublicTest_39092344.jpg,angry
data\cleanedData\angry\Training_35786513.jpg,angry
data\cleanedData\angry\Training_61797791.jpg,angry
data\cleanedData\angry\PrivateTest_19041965.jpg,angry
data\cleanedData\angry\Training_27900159.jpg,angry
data\cleanedData\angry\Training_1942570.jpg,angry
data\cleanedData\angry\Training_94116368.jpg,angry
data\cleanedData\angry\Training_38676208.jpg,angry
data\cleanedData\angry\PrivateTest_27681985.jpg,angry
data\cleanedData\angry\PublicTest_26532100.jpg,angry
data\cleanedData\angry\Training_1500617.jpg,angry
data\cleanedData\angry\Training_89563369.jpg,angry
data\cleanedData\angry\Training_64899188.jpg,angry
data\cleanedData\angry\Training_46208090.jpg,angry
data\cleanedData\angry\PrivateTest_14565821.jpg,angry
data\cleanedData\angry\PublicTest_19679720.jpg,angry
data\cleanedData\angry\Training_91040085.jpg,angry
data\cleanedData\angry\Training_71718153.jpg,angry
data\cleanedData\angry\Training_70299484.jpg,angry
data\cleanedData\angry\PublicTest_94935984.jpg,angry
data\cleanedData\angry\Training_35638545.jpg,angry
data\cleanedData\angry\Training_99291059.jpg,angry
data\cleanedData\angry\PrivateTest_3411628.jpg,angry
data\cleanedData\angry\Training_71427295.jpg,angry
data\cleanedData\angry\Training_50095517.jpg,angry
data\cleanedData\angry\Training_98351459.jpg,angry
data\cleanedData\angry\PublicTest_53519543.jpg,angry
data\cleanedData\angry\Training_3625321.jpg,angry
data\cleanedData\angry\Training_76437888.jpg,angry
data\cleanedData\angry\Training_68113119.jpg,angry
data\cleanedData\angry\Training_41716463.jpg,angry
data\cleanedData\angry\Training_32440149.jpg,angry
data\cleanedData\angry\PrivateTest_46589085.jpg,angry
data\cleanedData\angry\Training_18622081.jpg,angry
data\cleanedData\angry\Training_10118481.jpg,angry
data\cleanedData\angry\Training_38093449.jpg,angry
data\cleanedData\angry\PublicTest_83042442.jpg,angry
data\cleanedData\angry\Training_49395862.jpg,angry
data\cleanedData\angry\Training_4896466.jpg,angry
data\cleanedData\angry\Training_90294393.jpg,angry
data\cleanedData\angry\Training_3051975.jpg,angry
data\cleanedData\angry\Training_74163946.jpg,angry
data\cleanedData\angry\Training_22607108.jpg,angry
data\cleanedData\angry\PublicTest_18058366.jpg,angry
data\cleanedData\angry\Training_21477157.jpg,angry
data\cleanedData\angry\Training_27068424.jpg,angry
data\cleanedData\angry\Training_74757094.jpg,angry
data\cleanedData\angry\Training_72310709.jpg,angry
data\cleanedData\angry\Training_5066738.jpg,angry
data\cleanedData\angry\Training_34245478.jpg,angry
data\cleanedData\angry\PrivateTest_41125468.jpg,angry
data\cleanedData\angry\Training_20815081.jpg,angry
data\cleanedData\angry\Training_33310801.jpg,angry
data\cleanedData\angry\Training_17561724.jpg,angry
data\cleanedData\angry\Training_76992750.jpg,angry
data\cleanedData\angry\PublicTest_49352382.jpg,angry
data\cleanedData\angry\Training_32639374.jpg,angry
data\cleanedData\angry\Training_41780173.jpg,angry
data\cleanedData\angry\Training_59575661.jpg,angry
data\cleanedData\angry\Training_8096422.jpg,angry
data\cleanedData\angry\Training_5919211.jpg,angry
data\cleanedData\angry\Training_46369632.jpg,angry
data\cleanedData\angry\Training_43256039.jpg,angry
data\cleanedData\angry\PrivateTest_93097888.jpg,angry
data\cleanedData\angry\PublicTest_55079248.jpg,angry
data\cleanedData\angry\Training_40136719.jpg,angry
data\cleanedData\angry\PrivateTest_51610150.jpg,angry
data\cleanedData\angry\Training_46501880.jpg,angry
data\cleanedData\angry\PublicTest_69095122.jpg,angry
data\cleanedData\angry\Training_10485618.jpg,angry
data\cleanedData\angry\PublicTest_38165746.jpg,angry
data\cleanedData\angry\Training_32724511.jpg,angry
data\cleanedData\angry\Training_14776502.jpg,angry
data\cleanedData\angry\Training_74905937.jpg,angry
data\cleanedData\angry\Training_33981314.jpg,angry
data\cleanedData\angry\Training_68573752.jpg,angry
data\cleanedData\angry\Training_46496486.jpg,angry
data\cleanedData\angry\Training_88442165.jpg,angry
data\cleanedData\angry\Training_11954904.jpg,angry
data\cleanedData\angry\PublicTest_86413860.jpg,angry
data\cleanedData\angry\Training_20583731.jpg,angry
data\cleanedData\angry\Training_82625912.jpg,angry
data\cleanedData\angry\Training_4190509.jpg,angry
data\cleanedData\angry\Training_46004786.jpg,angry
data\cleanedData\angry\PublicTest_82700651.jpg,angry
data\cleanedData\angry\Training_7232489.jpg,angry
data\cleanedData\angry\PrivateTest_69790470.jpg,angry
data\cleanedData\angry\Training_54144394.jpg,angry
data\cleanedData\angry\Training_54806380.jpg,angry
data\cleanedData\angry\Training_6452693.jpg,angry
data\cleanedData\angry\Training_73106486.jpg,angry
data\cleanedData\angry\Training_7259457.jpg,angry
data\cleanedData\angry\Training_44734317.jpg,angry
data\cleanedData\angry\Training_46333985.jpg,angry
data\cleanedData\angry\Training_94197961.jpg,angry
data\cleanedData\angry\Training_45102440.jpg,angry
data\cleanedData\angry\Training_21023543.jpg,angry
data\cleanedData\angry\PublicTest_73301522.jpg,angry
data\cleanedData\angry\Training_51535718.jpg,angry
data\cleanedData\angry\Training_69155832.jpg,angry
data\cleanedData\angry\Training_50447722.jpg,angry
data\cleanedData\angry\PublicTest_4822332.jpg,angry
data\cleanedData\angry\Training_51261079.jpg,angry
data\cleanedData\angry\PrivateTest_58505191.jpg,angry
data\cleanedData\angry\Training_35668808.jpg,angry
data\cleanedData\angry\Training_88231045.jpg,angry
data\cleanedData\angry\Training_32076966.jpg,angry
data\cleanedData\angry\PrivateTest_93032381.jpg,angry
data\cleanedData\angry\Training_96214713.jpg,angry
data\cleanedData\angry\Training_23380555.jpg,angry
data\cleanedData\angry\Training_31202349.jpg,angry
data\cleanedData\angry\Training_85784799.jpg,angry
data\cleanedData\angry\Training_93780674.jpg,angry
data\cleanedData\angry\PublicTest_94771272.jpg,angry
data\cleanedData\angry\Training_65978744.jpg,angry
data\cleanedData\angry\Training_20343576.jpg,angry
data\cleanedData\angry\Training_86680180.jpg,angry
data\cleanedData\angry\Training_63499936.jpg,angry
data\cleanedData\angry\Training_72892964.jpg,angry
data\cleanedData\angry\PrivateTest_19777137.jpg,angry
data\cleanedData\angry\Training_44100114.jpg,angry
data\cleanedData\angry\Training_50699592.jpg,angry
data\cleanedData\angry\Training_3480868.jpg,angry
data\cleanedData\angry\Training_65636929.jpg,angry
data\cleanedData\angry\Training_94109523.jpg,angry
data\cleanedData\angry\Training_54933277.jpg,angry
data\cleanedData\angry\Training_36365391.jpg,angry
data\cleanedData\angry\Training_70313637.jpg,angry
data\cleanedData\angry\Training_91582584.jpg,angry
data\cleanedData\angry\Training_85612899.jpg,angry
data\cleanedData\angry\Training_88233361.jpg,angry
